"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_3710",441,603,"Cell",0,"Old",-0.0122852789887457,"7"
"Cell_3810",936,1486,"Cell",0,"Old",-0.194542194964885,"5"
"Cell_4010",524,840,"Cell",0,"Old",-0.499806369255215,"3"
"Cell_4110",688,985,"Cell",0,"Old",-0.594990502989943,"1"
"Cell_4210",469,634,"Cell",0,"Old",0.057053388796696,"0"
"Cell_4310",525,754,"Cell",0,"Old",-0.276346932168071,"1"
"Cell_4410",471,787,"Cell",0,"Old",-0.0884485055467366,"4"
"Cell_4510",1246,2244,"Cell",0,"Old",-0.253050253755668,"5"
"Cell_4610",524,849,"Cell",0,"Old",-0.0671366050447475,"1"
"Cell_4710",578,882,"Cell",0,"Old",0.57711243398779,"4"
"Cell_4810",695,1067,"Cell",0,"Old",0.390242928508698,"3"
"Cell_4910",416,633,"Cell",0,"Old",0.78361239846964,"6"
"Cell_5010",1066,2015,"Cell",0,"Old",-0.47303410341084,"3"
"Cell_5110",2280,5621,"Cell",0,"Old",0.340769705681591,"6"
"Cell_5210",1000,1653,"Cell",0,"Old",0.394683219895864,"3"
"Cell_5310",486,723,"Cell",0,"Old",0.896587189984914,"4"
"Cell_5410",539,903,"Cell",0,"Old",-0.285254861773831,"5"
"Cell_5510",806,1232,"Cell",0,"Old",-0.270878688457851,"0"
"Cell_5610",1045,1950,"Cell",0,"Old",-0.0853059512616602,"3"
"Cell_5710",224,687,"Cell",0,"Old",-0.124984948766164,"4"
"Cell_5810",2314,5447,"Cell",0,"Old",0.0730259060940293,"5"
"Cell_5910",1661,3487,"Cell",0,"Old",0.0549729165412923,"2"
"Cell_6010",861,1385,"Cell",0,"Old",-0.218630065232745,"2"
"Cell_6110",1853,4646,"Cell",0,"Old",0.699285630507955,"6"
"Cell_6210",853,1329,"Cell",0,"Old",-0.176498595927338,"0"
"Cell_6310",951,1593,"Cell",0,"Old",-0.135353013577789,"0"
"Cell_6410",602,896,"Cell",0,"Old",-0.113576297927355,"1"
"Cell_6510",623,1157,"Cell",0,"Old",-0.39909081251617,"4"
"Cell_6610",1013,1716,"Cell",0,"Old",-0.0644169165351274,"2"
"Cell_6710",546,829,"Cell",0,"Old",0.654421560553389,"0"
"Cell_6910",1185,2256,"Cell",0,"Old",0.58763939811527,"6"
"Cell_7010",484,739,"Cell",0,"Old",0.028714457282653,"4"
"Cell_7110",430,622,"Cell",0,"Old",0.641461720650618,"6"
"Cell_7210",735,1157,"Cell",0,"Old",-0.434766456892433,"7"
"Cell_7310",1187,3161,"Cell",0,"Old",-0.340400828144899,"9"
"Cell_7410",1037,1936,"Cell",0,"Old",-0.322727404553965,"5"
"Cell_7510",502,783,"Cell",0,"Old",0.72293655390943,"4"
"Cell_7610",944,1601,"Cell",0,"Old",-0.118620624193814,"0"
"Cell_7710",767,1196,"Cell",0,"Old",-0.0947517934821424,"0"
"Cell_7810",587,931,"Cell",0,"Old",-0.213619718784099,"1"
"Cell_7910",872,1383,"Cell",0,"Old",-0.19950683384129,"5"
"Cell_8010",454,644,"Cell",0,"Old",-0.0479514153870865,"10"
"Cell_8110",2166,4577,"Cell",0,"Old",-0.0332313117814477,"3"
"Cell_8210",499,794,"Cell",0,"Old",-0.0915803965050255,"6"
"Cell_8310",704,1070,"Cell",0,"Old",-0.488238764390107,"3"
"Cell_8410",601,971,"Cell",0,"Old",0.915015957080356,"0"
"Cell_8510",520,708,"Cell",0,"Old",0.460897108743417,"4"
"Cell_8610",1097,1901,"Cell",0,"Old",-0.336202667930444,"0"
"Cell_8710",2202,5262,"Cell",0,"Old",-0.255685108360408,"5"
"Cell_8910",1816,3935,"Cell",0,"Old",0.59033990053451,"7"
"Cell_9010",574,902,"Cell",0,"Old",-0.164861249721769,"1"
"Cell_9110",468,696,"Cell",0,"Old",0.0578368778655046,"9"
"Cell_9210",1291,2299,"Cell",0,"Old",-0.468108666989818,"4"
"Cell_9310",1179,2109,"Cell",0,"Old",0.348792677913841,"2"
"Cell_9410",2462,5990,"Cell",0,"Old",-0.35947612359444,"7"
"Cell_9510",451,681,"Cell",0,"Old",0.366029158725162,"2"
"Cell_9610",481,733,"Cell",0,"Old",0.487477282982452,"1"
"Cell_9710",555,782,"Cell",0,"Old",-0.193266180117715,"0"
"Cell_9810",870,1408,"Cell",0,"Old",-0.120890754648244,"5"
"Cell_9910",887,1626,"Cell",0,"Old",1.21246449320138,"4"
"Cell_10010",2369,5696,"Cell",0,"Old",-0.0456973332081847,"4"
"Cell_10110",1330,2520,"Cell",0,"Old",0.270033313754627,"2"
"Cell_10210",1569,3826,"Cell",0,"Old",-0.0775250793116182,"1"
"Cell_10310",521,863,"Cell",0,"Old",0.387129706824206,"4"
"Cell_10410",442,604,"Cell",0,"Old",-0.404082694023777,"0"
"Cell_10510",894,1497,"Cell",0,"Old",0.0566727553453334,"2"
"Cell_10610",586,864,"Cell",0,"Old",0.0185803393187018,"1"
"Cell_10710",681,1086,"Cell",0,"Old",-0.255971945764968,"0"
"Cell_10810",467,725,"Cell",0,"Old",-0.348192332387953,"1"
"Cell_10910",590,957,"Cell",0,"Old",1.33765736827342,"6"
"Cell_11010",811,1248,"Cell",0,"Old",0.170432960146716,"3"
"Cell_11110",867,1428,"Cell",0,"Old",0.577642661962142,"6"
"Cell_11210",493,760,"Cell",0,"Old",0.778555715046932,"1"
"Cell_11310",660,1196,"Cell",0,"Old",0.81981049882974,"7"
"Cell_11410",411,625,"Cell",0,"Old",-0.0888295972218897,"2"
"Cell_11510",651,1063,"Cell",0,"Old",-0.385800015291165,"3"
"Cell_11610",1814,3747,"Cell",0,"Old",-0.592051005741739,"3"
"Cell_11710",666,1127,"Cell",0,"Old",0.382535335045004,"1"
"Cell_11810",922,1538,"Cell",0,"Old",-0.337748784688803,"1"
"Cell_11910",404,626,"Cell",0,"Old",0.0545944537981559,"1"
"Cell_12010",812,1338,"Cell",0,"Old",-0.348246056050855,"0"
"Cell_12110",661,1013,"Cell",0,"Old",0.146709030344573,"6"
"Cell_12210",552,856,"Cell",0,"Old",0.924510834878841,"1"
"Cell_12310",476,731,"Cell",0,"Old",0.628150492714111,"7"
"Cell_12410",436,630,"Cell",0,"Old",-0.332084630896364,"1"
"Cell_12510",1103,1917,"Cell",0,"Old",-0.237712806015645,"3"
"Cell_12610",2410,5943,"Cell",0,"Old",-0.160576752541936,"1"
"Cell_12710",1924,4326,"Cell",0,"Old",0.69466815245268,"6"
"Cell_12810",733,1158,"Cell",0,"Old",0.119626160212158,"2"
"Cell_12910",1516,2878,"Cell",0,"Old",-0.201217732790469,"7"
"Cell_13010",873,1405,"Cell",0,"Old",-0.0726794652877907,"0"
"Cell_13110",541,827,"Cell",0,"Old",0.785359092876016,"4"
"Cell_13210",780,1171,"Cell",0,"Old",0.0609755975208566,"2"
"Cell_13310",878,1468,"Cell",0,"Old",-0.395469657625128,"0"
"Cell_13410",1332,2526,"Cell",0,"Old",-0.183453700058589,"4"
"Cell_13510",469,639,"Cell",0,"Old",0.270629695677386,"1"
"Cell_13610",1262,2126,"Cell",0,"Old",-0.0597007471835411,"3"
"Cell_13810",392,599,"Cell",0,"Old",-0.0151128787223654,"1"
"Cell_13910",540,796,"Cell",0,"Old",-0.0892953546464712,"6"
"Cell_14010",1607,3340,"Cell",0,"Old",0.00408334690357082,"4"
"Cell_14110",1232,2213,"Cell",0,"Old",-0.217853505383478,"0"
"Cell_14210",632,929,"Cell",0,"Old",-0.171667899403401,"1"
"Cell_14310",1020,1796,"Cell",0,"Old",-0.678948273747454,"0"
"Cell_14410",702,1012,"Cell",0,"Old",0.17694156042298,"5"
"Cell_14510",836,1392,"Cell",0,"Old",-0.272091360953437,"0"
"Cell_14610",679,1071,"Cell",0,"Old",-0.466866894726156,"3"
"Cell_14710",793,1379,"Cell",0,"Old",-0.127754146122956,"0"
"Cell_14910",1533,3247,"Cell",0,"Old",-0.0223150682888404,"5"
"Cell_15010",1061,2109,"Cell",0,"Old",-0.511045958250761,"0"
"Cell_15110",671,1001,"Cell",0,"Old",0.186418714081702,"2"
"Cell_15210",2080,5205,"Cell",0,"Old",-0.466725824923281,"1"
"Cell_15310",988,1796,"Cell",0,"Old",0.0700918693897863,"4"
"Cell_15410",578,948,"Cell",0,"Old",0.751538427133919,"1"
"Cell_15510",750,1318,"Cell",0,"Old",0.0779901825572513,"2"
"Cell_15610",1681,3235,"Cell",0,"Old",-0.235712210381635,"3"
"Cell_15710",539,749,"Cell",0,"Old",-0.00864800595192949,"1"
"Cell_15810",741,1257,"Cell",0,"Old",0.854180621815332,"6"
"Cell_15910",513,750,"Cell",0,"Old",0.0282496099481002,"4"
"Cell_16010",392,601,"Cell",0,"Old",0.741159741198839,"1"
"Cell_16110",483,720,"Cell",0,"Old",-0.234691717046128,"0"
"Cell_16210",498,770,"Cell",0,"Old",-0.357231292736429,"9"
"Cell_16310",666,1048,"Cell",0,"Old",0.747710594830255,"6"
"Cell_16510",565,884,"Cell",0,"Old",0.109736283813013,"6"
"Cell_16710",443,753,"Cell",0,"Old",-0.115016396927546,"0"
"Cell_16810",826,1261,"Cell",0,"Old",-0.180031646155494,"0"
"Cell_16910",926,1548,"Cell",0,"Old",0.269453608093291,"1"
"Cell_17010",550,813,"Cell",0,"Old",-0.323783670886927,"0"
"Cell_17110",1135,2055,"Cell",0,"Old",0.370469821623679,"2"
"Cell_17210",881,1381,"Cell",0,"Old",-0.109455798935406,"2"
"Cell_17310",601,1015,"Cell",0,"Old",-0.489262966852745,"5"
"Cell_17410",455,638,"Cell",0,"Old",0.372624047619632,"4"
"Cell_17510",663,967,"Cell",0,"Old",-0.263384679538063,"1"
"Cell_17610",538,797,"Cell",0,"Old",-0.0778792373476759,"0"
"Cell_17710",1208,2253,"Cell",0,"Old",-0.0611496750956875,"2"
"Cell_17810",678,953,"Cell",0,"Old",-0.284530060816551,"0"
"Cell_17910",730,1063,"Cell",0,"Old",-0.344027478224539,"0"
"Cell_18010",1050,1888,"Cell",0,"Old",0.000457577403272791,"3"
"Cell_18110",1576,2949,"Cell",0,"Old",-0.126522201201138,"3"
"Cell_18210",848,1382,"Cell",0,"Old",-0.304435252096638,"0"
"Cell_18310",508,743,"Cell",0,"Old",-0.569246038478505,"0"
"Cell_18510",536,800,"Cell",0,"Old",0.737428471126462,"8"
"Cell_18610",1225,2627,"Cell",0,"Old",-0.116622707307507,"1"
"Cell_18710",479,747,"Cell",0,"Old",0.420717008952322,"2"
"Cell_18810",442,639,"Cell",0,"Old",0.690426666880621,"4"
"Cell_18910",660,892,"Cell",0,"Old",-0.191250939566006,"0"
"Cell_19010",615,968,"Cell",0,"Old",-0.508580933835979,"5"
"Cell_19210",1795,4805,"Cell",0,"Old",0.905770750601031,"6"
"Cell_19310",581,941,"Cell",0,"Old",-0.297477418305704,"1"
"Cell_19410",949,1660,"Cell",0,"Old",-0.326199978915987,"5"
"Cell_19510",1760,4077,"Cell",0,"Old",0.230667842288676,"3"
"Cell_19610",421,611,"Cell",0,"Old",0.0726981951701714,"1"
"Cell_19710",1040,1728,"Cell",0,"Old",0.0482917431919853,"2"
"Cell_19810",723,1147,"Cell",0,"Old",0.158564928562266,"1"
"Cell_19910",2066,4466,"Cell",0,"Old",-0.127007848831052,"5"
"Cell_20010",497,784,"Cell",0,"Old",0.0975230483567888,"4"
"Cell_20110",475,675,"Cell",0,"Old",-0.263898022203365,"1"
"Cell_20210",481,722,"Cell",0,"Old",0.759209052328295,"0"
"Cell_20310",448,730,"Cell",0,"Old",-0.267450753425996,"0"
"Cell_20410",436,652,"Cell",0,"Old",0.00319372026393283,"6"
"Cell_20510",921,1647,"Cell",0,"Old",-0.186192488653563,"2"
"Cell_20610",559,827,"Cell",0,"Old",-0.149285125493001,"1"
"Cell_20710",659,1070,"Cell",0,"Old",-0.384048597182066,"0"
"Cell_20810",446,681,"Cell",0,"Old",0.00537085046794461,"1"
"Cell_20910",469,655,"Cell",0,"Old",0.512183870380591,"4"
"Cell_21010",539,802,"Cell",0,"Old",-0.428489537496817,"0"
"Cell_21110",559,900,"Cell",0,"Old",-0.0980332985280392,"6"
"Cell_21210",467,716,"Cell",0,"Old",0.102260186064048,"1"
"Cell_21310",1227,2165,"Cell",0,"Old",-0.188519812570577,"4"
"Cell_21410",449,725,"Cell",0,"Old",-0.388308040682989,"9"
"Cell_21510",1175,2214,"Cell",0,"Old",-0.398280614715594,"5"
"Cell_21610",2184,5764,"Cell",0,"Old",0.0708429793187071,"4"
"Cell_21710",891,1751,"Cell",0,"Old",-0.305771169865195,"0"
"Cell_21810",1605,3257,"Cell",0,"Old",-0.318182534644987,"5"
"Cell_21910",553,787,"Cell",0,"Old",1.05662650593271,"4"
"Cell_22010",1913,3785,"Cell",0,"Old",0.468840777603138,"4"
"Cell_22110",794,1237,"Cell",0,"Old",-0.329187874425437,"0"
"Cell_22210",455,622,"Cell",0,"Old",0.152565154536136,"1"
"Cell_22310",415,612,"Cell",0,"Old",0.529819846910108,"4"
"Cell_22410",461,648,"Cell",0,"Old",-0.261622008681787,"10"
"Cell_22510",394,615,"Cell",0,"Old",0.502967405417738,"4"
"Cell_22610",568,828,"Cell",0,"Old",-0.120628670713352,"1"
"Cell_22710",580,1053,"Cell",0,"Old",-0.485330089781887,"0"
"Cell_22810",975,1568,"Cell",0,"Old",-0.305647472377286,"0"
"Cell_22910",715,1059,"Cell",0,"Old",-0.202043194441359,"5"
"Cell_23010",1618,3696,"Cell",0,"Old",0.860860336837651,"4"
"Cell_23110",839,1467,"Cell",0,"Old",0.152690193574226,"5"
"Cell_23210",497,716,"Cell",0,"Old",0.0185176967232394,"2"
"Cell_23310",918,1797,"Cell",0,"Old",-0.19690281063706,"9"
"Cell_23410",447,661,"Cell",0,"Old",0.0830848417272266,"2"
"Cell_23510",521,816,"Cell",0,"Old",-0.398505828535463,"9"
"Cell_23610",1291,2345,"Cell",0,"Old",0.0323986192119982,"1"
"Cell_23710",1391,2545,"Cell",0,"Old",-0.0664839152761744,"3"
"Cell_23810",439,623,"Cell",0,"Old",0.0970876840554058,"4"
"Cell_23910",938,1972,"Cell",0,"Old",0.862170586709556,"6"
"Cell_24010",585,988,"Cell",0,"Old",0.558939473361677,"8"
"Cell_24110",628,1001,"Cell",0,"Old",0.729734224380024,"7"
"Cell_24210",476,679,"Cell",0,"Old",0.137864793107251,"2"
"Cell_24310",843,1412,"Cell",0,"Old",-0.285992160099341,"0"
"Cell_24410",1336,2507,"Cell",0,"Old",-0.00697291299192626,"2"
"Cell_24510",676,1074,"Cell",0,"Old",0.0897071465300378,"2"
"Cell_24610",639,1004,"Cell",0,"Old",-0.439905096152352,"0"
"Cell_24710",888,1386,"Cell",0,"Old",-0.172976194865888,"0"
"Cell_24810",881,1539,"Cell",0,"Old",-0.107197118432768,"0"
"Cell_24910",430,670,"Cell",0,"Old",-0.0405193325683082,"1"
"Cell_25010",967,1776,"Cell",0,"Old",-0.642099873155341,"1"
"Cell_25110",434,633,"Cell",0,"Old",0.858496870263596,"2"
"Cell_25210",1066,1706,"Cell",0,"Old",-0.241911290786592,"3"
"Cell_25310",442,642,"Cell",0,"Old",-0.0375788691494234,"0"
"Cell_25410",512,836,"Cell",0,"Old",0.691279939265405,"2"
"Cell_25510",464,661,"Cell",0,"Old",0.748203081089931,"1"
"Cell_25610",1030,1763,"Cell",0,"Old",-0.171943176769483,"0"
"Cell_25710",496,729,"Cell",0,"Old",0.718163124623052,"4"
"Cell_25910",640,1014,"Cell",0,"Old",0.616182607315209,"4"
"Cell_26010",640,1013,"Cell",0,"Old",-0.450475405667702,"0"
"Cell_26110",1321,3698,"Cell",0,"Old",-0.366622306226263,"9"
"Cell_26210",418,635,"Cell",0,"Old",0.195878304466546,"1"
"Cell_26310",607,912,"Cell",0,"Old",-0.17214188420556,"3"
"Cell_26410",472,683,"Cell",0,"Old",0.713777536945934,"1"
"Cell_26510",2181,4771,"Cell",0,"Old",-0.215209959991897,"4"
"Cell_26610",473,722,"Cell",0,"Old",0.344638784592069,"2"
"Cell_26710",966,1664,"Cell",0,"Old",-0.254357952141379,"0"
"Cell_26810",512,802,"Cell",0,"Old",-0.0465911501204713,"2"
"Cell_26910",1003,1882,"Cell",0,"Old",0.137059090271475,"6"
"Cell_27010",1913,4033,"Cell",0,"Old",0.435183749569745,"6"
"Cell_27110",1604,3258,"Cell",0,"Old",0.263119584606145,"5"
"Cell_27210",1527,2753,"Cell",0,"Old",-0.236780609630852,"5"
"Cell_27310",461,711,"Cell",0,"Old",0.369606988875148,"6"
"Cell_27410",419,607,"Cell",0,"Old",-0.0603850863010301,"4"
"Cell_27510",524,940,"Cell",0,"Old",-0.59114777547981,"0"
"Cell_27610",657,1034,"Cell",0,"Old",0.0140195761964882,"6"
"Cell_27710",490,751,"Cell",0,"Old",-0.413793591481381,"6"
"Cell_27810",510,696,"Cell",0,"Old",0.0950686451100542,"6"
"Cell_27910",954,1524,"Cell",0,"Old",-0.369813439975624,"1"
"Cell_28010",513,736,"Cell",0,"Old",0.613216968931859,"1"
"Cell_28110",1361,2696,"Cell",0,"Old",-0.260892337815388,"4"
"Cell_28310",1260,2331,"Cell",0,"Old",0.163633090024727,"3"
"Cell_28410",460,651,"Cell",0,"Old",0.0611883840737202,"6"
"Cell_28510",1115,1945,"Cell",0,"Old",0.434857850218657,"5"
"Cell_28610",450,632,"Cell",0,"Old",0.109195168721536,"2"
"Cell_28710",664,1049,"Cell",0,"Old",0.178093067470504,"2"
"Cell_28810",575,823,"Cell",0,"Old",0.268429629843403,"4"
"Cell_28910",975,1673,"Cell",0,"Old",-0.0610069392884379,"1"
"Cell_29010",1388,2714,"Cell",0,"Old",0.0560997010063232,"5"
"Cell_29110",846,1283,"Cell",0,"Old",0.108184896946022,"10"
"Cell_29210",1103,1986,"Cell",0,"Old",-0.287209706919048,"0"
"Cell_29310",622,970,"Cell",0,"Old",-0.507195224021628,"0"
"Cell_29410",1320,2384,"Cell",0,"Old",-0.173358272600049,"0"
"Cell_29510",690,968,"Cell",0,"Old",0.0399190095690333,"6"
"Cell_29610",1028,1858,"Cell",0,"Old",-0.0895106244467893,"0"
"Cell_29710",598,894,"Cell",0,"Old",0.411567590174906,"6"
"Cell_29910",778,1320,"Cell",0,"Old",-0.357986631863295,"0"
"Cell_30010",1094,1781,"Cell",0,"Old",0.0765148649800454,"3"
"Cell_30110",705,1203,"Cell",0,"Old",0.751300378012148,"4"
"Cell_30210",1533,2938,"Cell",0,"Old",0.189465811880228,"3"
"Cell_30310",1025,1610,"Cell",0,"Old",-0.323744589342823,"3"
"Cell_30410",404,601,"Cell",0,"Old",-0.230367659122444,"9"
"Cell_30510",1705,3137,"Cell",0,"Old",-0.31862800007949,"1"
"Cell_30610",487,710,"Cell",0,"Old",-0.224140140012091,"7"
"Cell_30710",1166,2063,"Cell",0,"Old",-0.295923180717589,"4"
"Cell_30810",416,619,"Cell",0,"Old",-0.469288378875917,"1"
"Cell_30910",877,1387,"Cell",0,"Old",-0.39186379653753,"0"
"Cell_31010",520,785,"Cell",0,"Old",-0.49268569065315,"1"
"Cell_31110",789,1396,"Cell",0,"Old",-0.486163614406584,"1"
"Cell_31210",454,624,"Cell",0,"Old",-0.0670094175301521,"0"
"Cell_31310",1403,2569,"Cell",0,"Old",-0.101917450484469,"5"
"Cell_31410",439,636,"Cell",0,"Old",0.333464382696814,"6"
"Cell_31510",911,1971,"Cell",0,"Old",-0.725077110447774,"0"
"Cell_3168",448,649,"Cell",0,"Old",0.650128872849934,"4"
"Cell_3171",524,766,"Cell",0,"Old",0.994721807631031,"6"
"Cell_3181",785,1129,"Cell",0,"Old",-0.0151180889335324,"2"
"Cell_3191",1258,2329,"Cell",0,"Old",0.168894785276916,"2"
"Cell_3201",2209,5285,"Cell",0,"Old",-0.0700324147301141,"5"
"Cell_3211",459,670,"Cell",0,"Old",0.12035098888262,"6"
"Cell_3221",642,956,"Cell",0,"Old",-0.020373248448361,"2"
"Cell_3231",459,697,"Cell",0,"Old",0.146177859404972,"1"
"Cell_3241",419,626,"Cell",0,"Old",0.170930175851692,"0"
"Cell_3251",633,1032,"Cell",0,"Old",-0.0195384830740019,"1"
"Cell_3261",952,1597,"Cell",0,"Old",-0.101620071751101,"3"
"Cell_3271",798,1299,"Cell",0,"Old",-0.170427779736196,"0"
"Cell_3281",1090,1823,"Cell",0,"Old",-0.400733079813499,"3"
"Cell_3291",396,767,"Cell",0,"Old",-0.511537360140687,"0"
"Cell_3301",454,652,"Cell",0,"Old",-0.0388650735705931,"6"
"Cell_3311",1692,3838,"Cell",0,"Old",0.191254395391256,"4"
"Cell_3321",638,972,"Cell",0,"Old",0.203876224863601,"5"
"Cell_3331",709,1063,"Cell",0,"Old",0.167818946278678,"1"
"Cell_3341",836,1381,"Cell",0,"Old",-0.371675961100273,"5"
"Cell_3351",1128,2350,"Cell",0,"Old",0.253603956534623,"6"
"Cell_3361",476,765,"Cell",0,"Old",-0.480072790269965,"1"
"Cell_3371",588,877,"Cell",0,"Old",0.244561421436594,"2"
"Cell_3381",483,735,"Cell",0,"Old",0.130580419187649,"1"
"Cell_3391",467,723,"Cell",0,"Old",0.0532661737621507,"2"
"Cell_3401",771,1187,"Cell",0,"Old",-0.0488987367916868,"1"
"Cell_3411",555,782,"Cell",0,"Old",0.366349134765945,"6"
"Cell_3421",458,751,"Cell",0,"Old",-0.478853355677006,"0"
"Cell_3431",1022,1908,"Cell",0,"Old",-0.301158798172945,"0"
"Cell_3441",456,626,"Cell",0,"Old",-0.112632954573025,"10"
"Cell_3451",1000,1943,"Cell",0,"Old",0.815385688924785,"6"
"Cell_3461",591,885,"Cell",0,"Old",-0.555242150674406,"0"
"Cell_3481",1325,2648,"Cell",0,"Old",-0.403028261134459,"3"
"Cell_3491",542,767,"Cell",0,"Old",0.200195245502557,"1"
"Cell_3501",1369,2673,"Cell",0,"Old",-0.436980970875457,"5"
"Cell_3511",459,702,"Cell",0,"Old",0.0630912855734328,"1"
"Cell_3521",681,999,"Cell",0,"Old",0.216731857613308,"2"
"Cell_3531",862,1481,"Cell",0,"Old",-0.11897903864778,"2"
"Cell_3541",418,612,"Cell",0,"Old",0.680466532011396,"6"
"Cell_3551",437,681,"Cell",0,"Old",-0.185672219745041,"1"
"Cell_3561",470,660,"Cell",0,"Old",0.249662855161893,"1"
"Cell_3581",659,1097,"Cell",0,"Old",0.850146750539423,"4"
"Cell_3591",417,628,"Cell",0,"Old",-0.0539349267085167,"0"
"Cell_3601",709,1071,"Cell",0,"Old",0.798725346333739,"2"
"Cell_3611",1187,2148,"Cell",0,"Old",-0.248631553851852,"1"
"Cell_3621",408,599,"Cell",0,"Old",0.756694052753314,"1"
"Cell_3631",839,1260,"Cell",0,"Old",-0.266458417056555,"3"
"Cell_3641",753,1158,"Cell",0,"Old",-0.425522112754538,"0"
"Cell_3651",1037,1755,"Cell",0,"Old",0.0670589216191306,"2"
"Cell_3661",433,667,"Cell",0,"Old",0.366025944274106,"1"
"Cell_3671",626,1001,"Cell",0,"Old",0.406255066321478,"1"
"Cell_3681",916,1640,"Cell",0,"Old",-0.633635000312489,"0"
"Cell_3701",525,773,"Cell",0,"Old",0.157617651624874,"1"
"Cell_3711",758,1256,"Cell",0,"Old",0.286047857459724,"2"
"Cell_3721",672,1084,"Cell",0,"Old",0.600890143320222,"6"
"Cell_3731",941,1710,"Cell",0,"Old",0.636809185235671,"6"
"Cell_3741",420,605,"Cell",0,"Old",0.279021011959809,"4"
"Cell_3751",792,1434,"Cell",0,"Old",1.02080416433583,"4"
"Cell_3761",1760,3851,"Cell",0,"Old",-0.136331054759286,"1"
"Cell_3771",989,1538,"Cell",0,"Old",-0.264903545165563,"3"
"Cell_3781",1546,3165,"Cell",0,"Old",0.104013811380686,"5"
"Cell_3791",1131,1906,"Cell",0,"Old",-0.22421906013199,"0"
"Cell_3801",584,975,"Cell",0,"Old",0.903577293308801,"4"
"Cell_3811",903,1339,"Cell",0,"Old",-0.191608322509146,"3"
"Cell_3821",428,954,"Cell",0,"Old",0.6392544786021,"2"
"Cell_3831",436,604,"Cell",0,"Old",0.118920320117721,"3"
"Cell_3841",852,1267,"Cell",0,"Old",0.0243159848794576,"1"
"Cell_3851",402,680,"Cell",0,"Old",-0.00642953290492554,"4"
"Cell_3861",885,1496,"Cell",0,"Old",-0.0192865749011646,"2"
"Cell_3871",528,787,"Cell",0,"Old",-0.424470778135026,"10"
"Cell_3891",639,1042,"Cell",0,"Old",-0.167275312846244,"7"
"Cell_3901",1328,2644,"Cell",0,"Old",0.20087212641495,"4"
"Cell_3911",1745,4137,"Cell",0,"Old",0.766390062500762,"6"
"Cell_3921",572,915,"Cell",0,"Old",-0.0673380859828043,"1"
"Cell_3931",390,609,"Cell",0,"Old",0.148661015632321,"7"
"Cell_3941",1556,3233,"Cell",0,"Old",-0.147103368200278,"3"
"Cell_3951",786,1406,"Cell",0,"Old",0.253080818804839,"4"
"Cell_3961",466,697,"Cell",0,"Old",0.85904189836709,"6"
"Cell_3971",938,1619,"Cell",0,"Old",-0.467860246507898,"0"
"Cell_3981",1150,2126,"Cell",0,"Old",-0.252035800271382,"0"
"Cell_3991",482,694,"Cell",0,"Old",-0.367340993663051,"0"
"Cell_4001",432,600,"Cell",0,"Old",-0.0942667611922733,"0"
"Cell_4011",458,649,"Cell",0,"Old",0.246510969665348,"1"
"Cell_4021",1219,2854,"Cell",0,"Old",-0.288933960070034,"9"
"Cell_4031",651,1030,"Cell",0,"Old",0.0987354373164623,"10"
"Cell_4041",450,626,"Cell",0,"Old",-0.145913264758666,"0"
"Cell_4051",677,1058,"Cell",0,"Old",0.289183891120436,"2"
"Cell_4061",1403,2672,"Cell",0,"Old",-0.344083990693481,"5"
"Cell_4071",333,629,"Cell",0,"Old",-0.135755712890886,"9"
"Cell_4081",1659,3504,"Cell",0,"Old",0.312518555312338,"2"
"Cell_4091",497,778,"Cell",0,"Old",-0.108956711063667,"1"
"Cell_4101",491,756,"Cell",0,"Old",0.166925559340876,"1"
"Cell_4111",644,943,"Cell",0,"Old",-0.162665715733676,"1"
"Cell_4121",750,1449,"Cell",0,"Old",0.641174521612062,"1"
"Cell_4131",699,1482,"Cell",0,"Old",-0.300710523837027,"9"
"Cell_4141",1147,2077,"Cell",0,"Old",-0.0526488413591029,"3"
"Cell_4151",439,626,"Cell",0,"Old",-0.23022548546124,"1"
"Cell_4161",485,678,"Cell",0,"Old",-0.0881258085305086,"2"
"Cell_4171",677,1045,"Cell",0,"Old",-0.112336730849948,"2"
"Cell_4181",445,631,"Cell",0,"Old",0.583082369167293,"3"
"Cell_4191",610,988,"Cell",0,"Old",-0.238418897405267,"1"
"Cell_4211",806,1190,"Cell",0,"Old",-0.0324133300030118,"2"
"Cell_4221",547,783,"Cell",0,"Old",0.143906102141892,"1"
"Cell_4231",557,777,"Cell",0,"Old",-0.11305238565376,"1"
"Cell_4241",747,1176,"Cell",0,"Old",0.71083607297267,"4"
"Cell_4251",1446,2663,"Cell",0,"Old",-0.0551285636065092,"1"
"Cell_4261",1754,3739,"Cell",0,"Old",-0.0786319836407948,"4"
"Cell_4271",736,1175,"Cell",0,"Old",-0.143267864532515,"0"
"Cell_4281",870,1523,"Cell",0,"Old",0.196822912936595,"7"
"Cell_4291",659,1040,"Cell",0,"Old",0.38894139447653,"6"
"Cell_4301",921,1473,"Cell",0,"Old",0.237110254406392,"5"
"Cell_4311",794,1226,"Cell",0,"Old",-0.139885713925798,"0"
"Cell_4321",541,760,"Cell",0,"Old",0.429152218204724,"2"
"Cell_4331",463,671,"Cell",0,"Old",-0.250653431411956,"5"
"Cell_4341",1289,2236,"Cell",0,"Old",0.0364821133080978,"3"
