"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_4351",1126,2031,"Cell",0,"Old",-0.646330720427892,"5"
"Cell_4361",634,953,"Cell",0,"Old",0.516314983673605,"6"
"Cell_4371",713,1177,"Cell",0,"Old",0.192874742072524,"2"
"Cell_4381",715,1230,"Cell",0,"Old",0.0426714450417024,"2"
"Cell_4391",1366,2476,"Cell",0,"Old",0.550157465496241,"5"
"Cell_4401",1009,1615,"Cell",0,"Old",-0.0156143507579071,"2"
"Cell_4411",1011,1741,"Cell",0,"Old",0.103171746123789,"4"
"Cell_4421",419,620,"Cell",0,"Old",-0.0592064567437374,"2"
"Cell_4431",879,1402,"Cell",0,"Old",-0.176609367685938,"3"
"Cell_4441",994,1579,"Cell",0,"Old",0.104690421528613,"5"
"Cell_4451",810,1352,"Cell",0,"Old",-0.189435902455248,"0"
"Cell_4461",743,1076,"Cell",0,"Old",-0.0792801045455516,"3"
"Cell_4471",666,993,"Cell",0,"Old",-0.179651152238314,"0"
"Cell_4481",450,632,"Cell",0,"Old",-0.178343618127373,"1"
"Cell_4491",766,1189,"Cell",0,"Old",-0.124742288229553,"4"
"Cell_4501",1397,2467,"Cell",0,"Old",-0.173530163689549,"3"
"Cell_4511",824,1248,"Cell",0,"Old",-0.02252756048187,"0"
"Cell_4521",769,1229,"Cell",0,"Old",0.0553953579136521,"2"
"Cell_4531",824,1372,"Cell",0,"Old",-0.337877574219045,"0"
"Cell_4541",642,1129,"Cell",0,"Old",-0.183165373986442,"0"
"Cell_4551",981,1695,"Cell",0,"Old",-0.294134905397093,"0"
"Cell_4561",1969,4304,"Cell",0,"Old",-0.0562735434484015,"3"
"Cell_4571",990,1631,"Cell",0,"Old",-0.417473095814251,"0"
"Cell_4581",1418,3239,"Cell",0,"Old",-0.140670237388916,"9"
"Cell_4591",549,795,"Cell",0,"Old",-0.0180045123250745,"0"
"Cell_4601",1527,3406,"Cell",0,"Old",0.471346324545283,"2"
"Cell_4611",812,1477,"Cell",0,"Old",-0.150452947202706,"0"
"Cell_4621",502,741,"Cell",0,"Old",-0.516099040900283,"5"
"Cell_4631",699,1028,"Cell",0,"Old",-0.392179911520076,"0"
"Cell_4641",655,925,"Cell",0,"Old",-0.121274832910014,"0"
"Cell_4651",483,676,"Cell",0,"Old",-0.0316628479304258,"4"
"Cell_4661",523,868,"Cell",0,"Old",0.762111525424627,"0"
"Cell_4671",1041,1761,"Cell",0,"Old",0.0772284377037664,"2"
"Cell_4681",1677,3297,"Cell",0,"Old",-0.220297106247633,"7"
"Cell_4691",1137,2251,"Cell",0,"Old",0.224777817609404,"2"
"Cell_4701",1132,1971,"Cell",0,"Old",0.157405651533265,"3"
"Cell_4711",758,1198,"Cell",0,"Old",-0.303963544531238,"0"
"Cell_4721",1209,2217,"Cell",0,"Old",0.398727323564797,"3"
"Cell_4731",631,1001,"Cell",0,"Old",-0.211551525619913,"0"
"Cell_4741",424,608,"Cell",0,"Old",-0.0333671363378267,"2"
"Cell_4751",483,734,"Cell",0,"Old",0.963729285124803,"4"
"Cell_4761",2073,5316,"Cell",0,"Old",0.30409503226759,"4"
"Cell_4771",1228,2181,"Cell",0,"Old",-0.136624299210592,"2"
"Cell_4781",334,777,"Cell",0,"Old",-0.0398099906714502,"4"
"Cell_4791",863,1374,"Cell",0,"Old",0.268879005980136,"2"
"Cell_4801",988,1750,"Cell",0,"Old",-0.0246409429286615,"3"
"Cell_4811",817,1421,"Cell",0,"Old",-0.0186064517251785,"2"
"Cell_4821",457,670,"Cell",0,"Old",-0.220883163599837,"1"
"Cell_4831",1245,2467,"Cell",0,"Old",0.10783298883056,"5"
"Cell_4841",949,1550,"Cell",0,"Old",0.114217425661098,"2"
"Cell_4851",796,1284,"Cell",0,"Old",-0.0566096126739599,"2"
"Cell_4861",1117,2162,"Cell",0,"Old",-0.629502575696775,"3"
"Cell_4871",1445,2658,"Cell",0,"Old",0.118901628542375,"3"
"Cell_4881",1088,1885,"Cell",0,"Old",-0.209174141631465,"1"
"Cell_4901",458,661,"Cell",0,"Old",-0.0133754637648286,"2"
"Cell_4921",651,1053,"Cell",0,"Old",-0.231041275927315,"0"
"Cell_4931",1114,1810,"Cell",0,"Old",-0.0515312761378494,"5"
"Cell_4941",814,1314,"Cell",0,"Old",-0.416787303098679,"3"
"Cell_4951",1019,1785,"Cell",0,"Old",-0.204996841852948,"0"
"Cell_4961",1120,1826,"Cell",0,"Old",0.0632720551919748,"2"
"Cell_4971",495,736,"Cell",0,"Old",-0.0154049848038904,"1"
"Cell_4981",1441,2955,"Cell",0,"Old",-0.43572019656186,"7"
"Cell_4991",435,689,"Cell",0,"Old",-0.201320454250034,"0"
"Cell_5001",977,1603,"Cell",0,"Old",-0.146485868459288,"3"
"Cell_5011",455,607,"Cell",0,"Old",-0.265401541312373,"1"
"Cell_5021",427,615,"Cell",0,"Old",-0.13877830725809,"4"
"Cell_5031",1418,2519,"Cell",0,"Old",-0.22548120323516,"4"
"Cell_5041",691,1146,"Cell",0,"Old",0.195971425561326,"4"
"Cell_5051",479,717,"Cell",0,"Old",-0.228363993081819,"7"
"Cell_5061",1086,2010,"Cell",0,"Old",0.350011678728227,"2"
"Cell_5071",875,1657,"Cell",0,"Old",-0.261121167448004,"5"
"Cell_5081",875,1519,"Cell",0,"Old",-0.136946675555865,"1"
"Cell_5091",1076,1877,"Cell",0,"Old",-0.301266505454507,"5"
"Cell_5101",619,893,"Cell",0,"Old",0.114298500707989,"4"
"Cell_5111",796,1285,"Cell",0,"Old",0.302741222080251,"2"
"Cell_5121",963,1694,"Cell",0,"Old",1.24050012597896,"4"
"Cell_5131",1192,2215,"Cell",0,"Old",0.102505188502465,"1"
"Cell_5141",1090,1891,"Cell",0,"Old",-0.266333228347668,"0"
"Cell_5151",457,687,"Cell",0,"Old",0.9299689183741,"4"
"Cell_5161",500,712,"Cell",0,"Old",-0.500193099406648,"3"
"Cell_5171",630,1015,"Cell",0,"Old",0.548085266860119,"6"
"Cell_5181",981,1871,"Cell",0,"Old",1.00461916781247,"2"
"Cell_5191",414,662,"Cell",0,"Old",0.0166636619465922,"0"
"Cell_5201",1350,2383,"Cell",0,"Old",-0.301863060917998,"3"
"Cell_5211",614,914,"Cell",0,"Old",0.421000993660761,"1"
"Cell_5221",634,972,"Cell",0,"Old",-0.474777140966525,"1"
"Cell_5231",509,694,"Cell",0,"Old",-0.255189469396222,"1"
"Cell_5241",897,1543,"Cell",0,"Old",-0.0374120419538838,"2"
"Cell_5261",657,1078,"Cell",0,"Old",-0.360382288644888,"0"
"Cell_5271",540,813,"Cell",0,"Old",-0.285317126607263,"0"
"Cell_5281",477,674,"Cell",0,"Old",-0.116732024604739,"0"
"Cell_5291",540,759,"Cell",0,"Old",-0.277084709904259,"0"
"Cell_5301",692,1123,"Cell",0,"Old",1.11622085659974,"4"
"Cell_5311",2102,5655,"Cell",0,"Old",0.417606424797838,"6"
"Cell_5321",811,1264,"Cell",0,"Old",-0.335872752396251,"0"
"Cell_5331",2094,4628,"Cell",0,"Old",-0.476346607071575,"5"
"Cell_5341",1969,4523,"Cell",0,"Old",0.0553623989558196,"1"
"Cell_5351",491,763,"Cell",0,"Old",0.738752643049626,"6"
"Cell_5361",485,789,"Cell",0,"Old",0.05356524004799,"4"
"Cell_5371",593,814,"Cell",0,"Old",0.468619648024613,"10"
"Cell_5381",1134,1981,"Cell",0,"Old",-0.0475674038660961,"3"
"Cell_5401",1077,1815,"Cell",0,"Old",-0.250399153261078,"0"
"Cell_5411",561,917,"Cell",0,"Old",-0.474345829416832,"4"
"Cell_5421",1295,2277,"Cell",0,"Old",0.0855036677155833,"5"
"Cell_5431",630,982,"Cell",0,"Old",-0.139858925119813,"0"
"Cell_5441",779,1096,"Cell",0,"Old",-0.397678821976623,"1"
"Cell_5451",776,1305,"Cell",0,"Old",0.515904382008512,"4"
"Cell_5461",473,685,"Cell",0,"Old",-0.483945283008997,"0"
"Cell_5471",443,672,"Cell",0,"Old",0.989654124843922,"6"
"Cell_5481",1456,3204,"Cell",0,"Old",0.64254321472787,"7"
"Cell_5491",622,1123,"Cell",0,"Old",0.743036094788136,"6"
"Cell_5501",773,1377,"Cell",0,"Old",-0.116955822729322,"4"
"Cell_5511",727,1113,"Cell",0,"Old",0.120166278246974,"2"
"Cell_5521",1330,2353,"Cell",0,"Old",-0.238614142589981,"5"
"Cell_5531",1060,1755,"Cell",0,"Old",0.0160649808417443,"2"
"Cell_5541",620,956,"Cell",0,"Old",-0.223794690644541,"0"
"Cell_5551",1144,1874,"Cell",0,"Old",-0.168190006036512,"2"
"Cell_5561",555,862,"Cell",0,"Old",0.787380480318935,"6"
"Cell_5571",543,779,"Cell",0,"Old",-0.639722894040143,"1"
"Cell_5581",771,1101,"Cell",0,"Old",0.149524110910581,"2"
"Cell_5591",1057,1867,"Cell",0,"Old",-0.128291605082957,"3"
"Cell_5601",764,1201,"Cell",0,"Old",-0.0501727493081672,"0"
"Cell_5611",1737,3688,"Cell",0,"Old",-0.105636326122615,"5"
"Cell_5621",528,736,"Cell",0,"Old",-0.124643670644543,"4"
"Cell_5631",1034,1810,"Cell",0,"Old",0.0461265563747674,"5"
"Cell_5641",530,815,"Cell",0,"Old",-0.287063310198181,"0"
"Cell_5651",502,741,"Cell",0,"Old",0.501725264361987,"4"
"Cell_5661",488,709,"Cell",0,"Old",0.522715222358606,"4"
"Cell_5671",422,610,"Cell",0,"Old",-0.225357760014331,"6"
"Cell_5681",506,888,"Cell",0,"Old",-0.578794620041,"4"
"Cell_5691",495,742,"Cell",0,"Old",-0.381461944896901,"3"
"Cell_5701",1298,2765,"Cell",0,"Old",0.980748215450329,"4"
"Cell_5711",414,601,"Cell",0,"Old",0.105924664190599,"7"
"Cell_5721",898,1525,"Cell",0,"Old",-0.355650480798387,"7"
"Cell_5731",504,762,"Cell",0,"Old",-0.268628635251062,"9"
"Cell_5741",492,762,"Cell",0,"Old",0.233550653506934,"4"
"Cell_5751",1059,1890,"Cell",0,"Old",-0.135089570257672,"7"
"Cell_5761",771,1238,"Cell",0,"Old",-0.104068869244839,"0"
"Cell_5771",428,655,"Cell",0,"Old",0.720137823558478,"6"
"Cell_5781",950,1499,"Cell",0,"Old",-0.0126364430632043,"2"
"Cell_5791",817,1293,"Cell",0,"Old",-0.0765080919821758,"4"
"Cell_5801",524,718,"Cell",0,"Old",0.0271063260454822,"10"
"Cell_5811",208,672,"Cell",0,"Old",-0.0827315259683948,"4"
"Cell_5821",1036,1575,"Cell",0,"Old",0.17547635720834,"3"
"Cell_5831",1012,1860,"Cell",0,"Old",-0.24041339738798,"3"
"Cell_5851",416,1158,"Cell",0,"Old",-0.212225151080105,"4"
"Cell_5861",1353,2738,"Cell",0,"Old",-0.308248072197855,"3"
"Cell_5871",1475,2844,"Cell",0,"Old",-0.297661796718462,"0"
"Cell_5881",420,720,"Cell",0,"Old",-0.25295784350998,"0"
"Cell_5891",740,1134,"Cell",0,"Old",0.240262884407604,"2"
"Cell_5901",504,725,"Cell",0,"Old",-0.0857001192278546,"1"
"Cell_5911",1079,1711,"Cell",0,"Old",-0.262301255689671,"0"
"Cell_5921",567,841,"Cell",0,"Old",-0.158488969856219,"0"
"Cell_5931",454,713,"Cell",0,"Old",-0.0133386673722257,"0"
"Cell_5951",2092,5139,"Cell",0,"Old",0.30962400020439,"4"
"Cell_5961",795,1416,"Cell",0,"Old",-0.383214408377704,"3"
"Cell_5971",1527,3300,"Cell",0,"Old",-0.173896090298063,"0"
"Cell_5981",617,837,"Cell",0,"Old",-0.461365405158651,"0"
"Cell_5991",943,1764,"Cell",0,"Old",-0.124039242683262,"2"
"Cell_6001",936,1605,"Cell",0,"Old",0.428578778051216,"5"
"Cell_6011",987,1565,"Cell",0,"Old",-0.222241603428018,"0"
"Cell_6021",470,827,"Cell",0,"Old",1.01091482258182,"6"
"Cell_6031",1603,3150,"Cell",0,"Old",0.166005808663613,"5"
"Cell_6041",1033,1823,"Cell",0,"Old",0.0695930546638271,"2"
"Cell_6051",1169,2142,"Cell",0,"Old",0.149877255492603,"5"
"Cell_6061",1044,1854,"Cell",0,"Old",-0.0110391721588582,"2"
"Cell_6071",467,786,"Cell",0,"Old",0.808550382722893,"4"
"Cell_6081",1526,3094,"Cell",0,"Old",-0.114950799775227,"5"
"Cell_6091",556,849,"Cell",0,"Old",0.91493095147383,"6"
"Cell_6101",457,680,"Cell",0,"Old",0.293687822129066,"7"
"Cell_6111",442,686,"Cell",0,"Old",0.0461313125874518,"1"
"Cell_6121",617,874,"Cell",0,"Old",-0.380943257197861,"0"
"Cell_6131",1435,2667,"Cell",0,"Old",0.116196119842953,"5"
"Cell_6141",995,1699,"Cell",0,"Old",-0.225295520463298,"5"
"Cell_6151",609,1086,"Cell",0,"Old",-0.715698080370765,"4"
"Cell_6161",1481,3189,"Cell",0,"Old",0.149370273383336,"4"
"Cell_6171",344,796,"Cell",0,"Old",-0.266075050579626,"4"
"Cell_6181",1314,2323,"Cell",0,"Old",0.126081452019958,"2"
"Cell_6191",644,1199,"Cell",0,"Old",-0.619417704413852,"4"
"Cell_6201",759,1298,"Cell",0,"Old",-0.000906344063116848,"1"
"Cell_6211",685,1031,"Cell",0,"Old",-0.348095375336263,"0"
"Cell_6221",1097,2027,"Cell",0,"Old",-0.244395674206797,"0"
"Cell_6231",1452,3015,"Cell",0,"Old",0.55087212327063,"7"
"Cell_6241",1939,4169,"Cell",0,"Old",-0.0238903499598082,"3"
"Cell_6251",1195,2078,"Cell",0,"Old",-0.11836629170309,"3"
"Cell_6261",717,1164,"Cell",0,"Old",0.627872886798278,"8"
"Cell_6271",696,1177,"Cell",0,"Old",-0.14872717969777,"5"
"Cell_6281",1411,3023,"Cell",0,"Old",-0.44832503838176,"5"
"Cell_6291",483,648,"Cell",0,"Old",-0.401502824790788,"0"
"Cell_6301",561,874,"Cell",0,"Old",-0.163187641729121,"0"
"Cell_6321",1725,3475,"Cell",0,"Old",-0.200794832403431,"3"
"Cell_6331",842,1593,"Cell",0,"Old",0.747804716145128,"6"
"Cell_6341",2307,5439,"Cell",0,"Old",0.018978291426559,"1"
"Cell_6351",925,1688,"Cell",0,"Old",0.542934549751,"6"
"Cell_6361",1387,2644,"Cell",0,"Old",-0.02650248457117,"4"
"Cell_6371",1286,2520,"Cell",0,"Old",0.186202650771468,"5"
"Cell_6381",887,1474,"Cell",0,"Old",-0.59369827759815,"3"
"Cell_6391",543,725,"Cell",0,"Old",0.0792438979182754,"1"
"Cell_6401",1832,3462,"Cell",0,"Old",0.393318595281883,"5"
"Cell_6411",840,1233,"Cell",0,"Old",0.493878701733975,"2"
"Cell_6421",683,3994,"Cell",0,"Old",-0.0329821115549074,"4"
"Cell_6431",757,1172,"Cell",0,"Old",-0.141978994992368,"1"
"Cell_6441",483,782,"Cell",0,"Old",0.0373587503306818,"6"
"Cell_6451",991,1730,"Cell",0,"Old",-0.0688401805767547,"5"
"Cell_6461",414,629,"Cell",0,"Old",0.104245530658577,"0"
"Cell_6481",1137,2352,"Cell",0,"Old",-0.452504014081498,"6"
"Cell_6491",617,1061,"Cell",0,"Old",1.11582605354829,"6"
"Cell_6501",687,1076,"Cell",0,"Old",-0.0115418241036134,"2"
"Cell_6511",493,680,"Cell",0,"Old",-0.0143668045238723,"4"
"Cell_6521",464,662,"Cell",0,"Old",-0.482728881580472,"1"
"Cell_6531",617,926,"Cell",0,"Old",-0.549272111600047,"0"
"Cell_6541",909,1668,"Cell",0,"Old",-0.0848231820492029,"2"
"Cell_6551",638,1198,"Cell",0,"Old",-0.460116600724176,"0"
"Cell_6561",894,1414,"Cell",0,"Old",-0.217574847265042,"3"
"Cell_6571",1943,4395,"Cell",0,"Old",0.156939675878264,"5"
"Cell_6581",597,923,"Cell",0,"Old",-0.493199479034497,"1"
"Cell_6591",546,745,"Cell",0,"Old",-0.154787419777792,"1"
"Cell_6601",607,964,"Cell",0,"Old",-0.34399399892126,"4"
"Cell_6611",662,1082,"Cell",0,"Old",-0.304248829470106,"5"
"Cell_6621",960,1504,"Cell",0,"Old",-0.351163057077602,"5"
"Cell_6631",440,714,"Cell",0,"Old",0.334571344312684,"1"
"Cell_6641",875,1506,"Cell",0,"Old",0.966384102583341,"4"
"Cell_6651",694,1168,"Cell",0,"Old",0.121414247448625,"1"
"Cell_6661",827,1355,"Cell",0,"Old",0.786431483149983,"4"
"Cell_6671",1492,2781,"Cell",0,"Old",-0.236984273838996,"1"
"Cell_6681",1589,3239,"Cell",0,"Old",-0.15535484569768,"3"
"Cell_6691",944,1656,"Cell",0,"Old",-0.251291615821348,"2"
"Cell_6701",914,1454,"Cell",0,"Old",-0.495832926019548,"1"
"Cell_6711",541,736,"Cell",0,"Old",0.206575203449493,"4"
"Cell_6721",462,681,"Cell",0,"Old",0.730259270802109,"6"
"Cell_6731",1035,1769,"Cell",0,"Old",0.0297239826628365,"3"
"Cell_6741",1440,2645,"Cell",0,"Old",-0.414669792273731,"3"
"Cell_6751",442,635,"Cell",0,"Old",0.656773246848991,"4"
"Cell_6761",807,1318,"Cell",0,"Old",0.0616062286483113,"4"
"Cell_6771",729,1248,"Cell",0,"Old",0.797013754230883,"8"
"Cell_6781",786,1231,"Cell",0,"Old",0.0930450206138905,"2"
"Cell_6791",423,604,"Cell",0,"Old",0.0269927161524876,"1"
"Cell_6801",395,616,"Cell",0,"Old",-0.0605870052096096,"6"
"Cell_6811",714,1161,"Cell",0,"Old",-0.309218662072949,"0"
"Cell_6821",1515,4593,"Cell",0,"Old",-0.095151241251571,"9"
"Cell_6831",550,850,"Cell",0,"Old",1.12119072233531,"6"
"Cell_6841",517,736,"Cell",0,"Old",-0.0659953569422737,"2"
"Cell_6851",820,1439,"Cell",0,"Old",0.803113275385714,"6"
"Cell_6861",401,703,"Cell",0,"Old",-0.098328295783411,"1"
"Cell_6871",459,633,"Cell",0,"Old",-0.238822449889324,"5"
"Cell_6881",976,1699,"Cell",0,"Old",-0.275460716605761,"0"
"Cell_6891",655,1032,"Cell",0,"Old",-0.496320763673437,"0"
"Cell_6901",435,708,"Cell",0,"Old",0.626013999059066,"6"
"Cell_6911",465,666,"Cell",0,"Old",0.442790722996142,"1"
"Cell_6921",796,1274,"Cell",0,"Old",-0.119799565435147,"2"
"Cell_6931",630,936,"Cell",0,"Old",-0.474702506566481,"3"
"Cell_6941",633,1069,"Cell",0,"Old",0.745899802368495,"4"
"Cell_6951",659,1156,"Cell",0,"Old",0.240982688104388,"2"
"Cell_6961",548,788,"Cell",0,"Old",0.157070181367698,"10"
"Cell_6971",464,695,"Cell",0,"Old",0.718873983767304,"7"
"Cell_6981",544,816,"Cell",0,"Old",-0.171863376190463,"1"
"Cell_6991",914,1516,"Cell",0,"Old",-0.393267973211492,"0"
"Cell_7001",951,1686,"Cell",0,"Old",0.428653848194432,"4"
"Cell_7011",577,847,"Cell",0,"Old",0.197025828135801,"5"
"Cell_7031",897,1649,"Cell",0,"Old",0.902309728340085,"4"
"Cell_7041",942,1650,"Cell",0,"Old",0.130324876261209,"2"
"Cell_7051",466,713,"Cell",0,"Old",0.0795406326650144,"6"
"Cell_7061",585,962,"Cell",0,"Old",-0.0606465500027895,"2"
"Cell_7071",1823,4068,"Cell",0,"Old",-0.221086977845503,"7"
"Cell_7081",488,783,"Cell",0,"Old",-0.531330727085972,"0"
"Cell_7101",1443,2903,"Cell",0,"Old",-0.489873892666475,"0"
"Cell_7111",1644,4797,"Cell",0,"Old",1.28509514634725,"6"
"Cell_7121",2092,4612,"Cell",0,"Old",0.161537022759388,"3"
"Cell_7131",2439,5798,"Cell",0,"Old",0.23853216666887,"3"
"Cell_7141",1054,1993,"Cell",0,"Old",-0.019970244070548,"4"
"Cell_7151",571,883,"Cell",0,"Old",0.578233869314155,"4"
"Cell_7161",1381,2771,"Cell",0,"Old",-0.438020361567492,"5"
"Cell_7171",833,1318,"Cell",0,"Old",0.61606999116504,"2"
"Cell_7181",604,862,"Cell",0,"Old",0.178359877703943,"2"
"Cell_7191",662,963,"Cell",0,"Old",-0.141630264048199,"5"
"Cell_7201",707,1159,"Cell",0,"Old",0.330522980783313,"6"
"Cell_7211",481,770,"Cell",0,"Old",-0.373699183650425,"0"
"Cell_7221",585,851,"Cell",0,"Old",-0.139700137092521,"2"
"Cell_7231",491,723,"Cell",0,"Old",0.0708413827108869,"5"
"Cell_7241",774,1364,"Cell",0,"Old",-0.129959234797982,"5"
"Cell_7251",831,1440,"Cell",0,"Old",-0.453758709915867,"1"
"Cell_7261",435,715,"Cell",0,"Old",0.689562839806922,"4"
"Cell_7271",1718,3740,"Cell",0,"Old",-0.276846966493923,"4"
"Cell_7281",423,630,"Cell",0,"Old",-0.304767278934112,"5"
"Cell_7291",736,1150,"Cell",0,"Old",-0.382259757622967,"1"
"Cell_7301",944,1491,"Cell",0,"Old",-0.238014826055716,"0"
"Cell_7311",461,653,"Cell",0,"Old",0.102696117589729,"2"
"Cell_7321",557,951,"Cell",0,"Old",-0.0184144181772058,"1"
"Cell_7331",710,1164,"Cell",0,"Old",0.345707210463665,"6"
"Cell_7341",408,602,"Cell",0,"Old",0.651172304204892,"3"
"Cell_7351",1199,1995,"Cell",0,"Old",-0.169494542013199,"2"
"Cell_7361",581,948,"Cell",0,"Old",-0.175886111450065,"3"
"Cell_7371",432,605,"Cell",0,"Old",-0.0048030831337571,"1"
"Cell_7381",579,857,"Cell",0,"Old",-0.350731717769257,"0"
"Cell_7391",503,749,"Cell",0,"Old",0.648065288520088,"4"
"Cell_7401",356,1079,"Cell",0,"Old",0.0752385607941018,"4"
"Cell_7411",2052,4662,"Cell",0,"Old",0.923749924415285,"4"
"Cell_7421",510,806,"Cell",0,"Old",0.485375552689951,"1"
"Cell_7431",431,656,"Cell",0,"Old",0.491287804880358,"6"
"Cell_7441",526,744,"Cell",0,"Old",0.411628099200279,"1"
"Cell_7451",636,1179,"Cell",0,"Old",1.06639320268426,"6"
"Cell_7461",837,1296,"Cell",0,"Old",0.171794701523245,"3"
"Cell_7471",813,1374,"Cell",0,"Old",-0.422474246834339,"0"
"Cell_7481",675,1038,"Cell",0,"Old",-0.183732551677385,"0"
"Cell_7491",529,837,"Cell",0,"Old",1.14499639298048,"1"
"Cell_7501",486,796,"Cell",0,"Old",-0.486522729509786,"0"
"Cell_7511",699,1037,"Cell",0,"Old",-0.438328398601987,"0"
"Cell_7521",1395,3240,"Cell",0,"Old",-0.204475391384426,"5"
"Cell_7531",526,794,"Cell",0,"Old",0.13319976992241,"1"
"Cell_7541",948,1670,"Cell",0,"Old",0.697061607772971,"6"
"Cell_7551",1956,4530,"Cell",0,"Old",0.801771916317703,"6"
"Cell_7561",564,767,"Cell",0,"Old",0.510110894608255,"2"
"Cell_7571",527,804,"Cell",0,"Old",0.73035193368584,"6"
"Cell_7581",421,613,"Cell",0,"Old",0.186866612962003,"1"
"Cell_7591",477,697,"Cell",0,"Old",-0.410555318444547,"3"
"Cell_7601",549,883,"Cell",0,"Old",-0.400344644143946,"9"
"Cell_7611",1482,3170,"Cell",0,"Old",0.482045773427835,"8"
"Cell_7621",659,989,"Cell",0,"Old",-0.183653569245644,"0"
"Cell_7631",1261,2445,"Cell",0,"Old",-0.0606510583069751,"0"
"Cell_7641",1227,2325,"Cell",0,"Old",-0.258366854356438,"0"
"Cell_7651",373,627,"Cell",0,"Old",-0.271644335157631,"0"
"Cell_7661",562,822,"Cell",0,"Old",0.199955785347482,"4"
"Cell_7671",979,1715,"Cell",0,"Old",0.497179586530427,"2"
"Cell_7681",1422,2662,"Cell",0,"Old",-0.38193886085185,"3"
"Cell_7691",608,935,"Cell",0,"Old",-0.0848209245983086,"0"
"Cell_7701",671,1163,"Cell",0,"Old",0.0408560141882572,"0"
"Cell_7711",1469,2893,"Cell",0,"Old",-0.292518617826055,"3"
"Cell_7721",428,614,"Cell",0,"Old",0.354528608875117,"1"
"Cell_7731",740,1104,"Cell",0,"Old",0.0117756216238791,"4"
"Cell_7741",2187,5707,"Cell",0,"Old",0.571941654614616,"6"
"Cell_7751",876,1420,"Cell",0,"Old",0.53256888079968,"4"
"Cell_7761",919,1584,"Cell",0,"Old",-0.0470227302524459,"3"
"Cell_7771",1270,2396,"Cell",0,"Old",-0.207257474598807,"4"
"Cell_7781",837,1322,"Cell",0,"Old",-0.182121274907175,"2"
"Cell_7791",1031,1788,"Cell",0,"Old",0.12617778117206,"2"
"Cell_7801",571,842,"Cell",0,"Old",-0.0877167018959157,"2"
"Cell_7811",686,1041,"Cell",0,"Old",0.162641307028635,"2"
"Cell_7821",431,656,"Cell",0,"Old",-0.161992484137435,"1"
"Cell_7831",1669,4040,"Cell",0,"Old",0.512534789857192,"7"
"Cell_7841",722,1227,"Cell",0,"Old",0.540606981704414,"6"
"Cell_7851",421,643,"Cell",0,"Old",0.24616848102015,"6"
"Cell_7861",581,868,"Cell",0,"Old",-0.0244589017529592,"2"
"Cell_7871",1449,2830,"Cell",0,"Old",-0.173756945735487,"4"
"Cell_7881",1341,2721,"Cell",0,"Old",-0.210647763909702,"0"
"Cell_7891",422,613,"Cell",0,"Old",0.191521499230078,"1"
"Cell_7901",536,856,"Cell",0,"Old",0.289194996464717,"8"
"Cell_7911",749,1319,"Cell",0,"Old",-0.151927845207826,"0"
"Cell_7921",1887,3790,"Cell",0,"Old",0.234615178139107,"3"
"Cell_7931",836,1568,"Cell",0,"Old",0.995113602327472,"6"
"Cell_7941",1512,2888,"Cell",0,"Old",0.107842676797074,"5"
"Cell_7951",1056,1877,"Cell",0,"Old",-0.286706502113073,"3"
"Cell_7961",1159,2360,"Cell",0,"Old",-0.513742580705386,"5"
"Cell_7971",1176,2198,"Cell",0,"Old",0.643211439271134,"4"
"Cell_7981",527,716,"Cell",0,"Old",0.0630859090072834,"0"
"Cell_7991",2283,4999,"Cell",0,"Old",0.182725959308946,"5"
"Cell_8001",1300,2480,"Cell",0,"Old",-0.158100713198177,"5"
"Cell_8011",719,1081,"Cell",0,"Old",-0.102871584419622,"2"
"Cell_8021",434,612,"Cell",0,"Old",0.373650753242833,"1"
"Cell_8031",733,1077,"Cell",0,"Old",-0.232881665533562,"5"
"Cell_8041",755,1224,"Cell",0,"Old",0.0983092774981202,"4"
"Cell_8051",1743,3423,"Cell",0,"Old",0.0872686992921112,"5"
"Cell_8061",559,808,"Cell",0,"Old",0.991812026810768,"2"
"Cell_8081",1690,3932,"Cell",0,"Old",-0.395610869479709,"6"
"Cell_8091",966,1619,"Cell",0,"Old",-0.338002629304505,"4"
"Cell_8101",897,1419,"Cell",0,"Old",-0.130765046243641,"5"
"Cell_8111",566,849,"Cell",0,"Old",-0.38257085180207,"0"
"Cell_8121",1128,2112,"Cell",0,"Old",0.850994134633077,"3"
"Cell_8131",840,1370,"Cell",0,"Old",-0.031039991375954,"2"
"Cell_8141",649,1000,"Cell",0,"Old",0.998181093863542,"4"
"Cell_8151",1448,3123,"Cell",0,"Old",-0.0327301453690811,"5"
"Cell_8161",1103,1843,"Cell",0,"Old",-0.005417720563067,"5"
"Cell_8171",924,1520,"Cell",0,"Old",0.118196604966322,"2"
"Cell_8181",1969,4434,"Cell",0,"Old",0.43456271221184,"4"
"Cell_8191",1139,2236,"Cell",0,"Old",-0.390555734558432,"4"
"Cell_8211",840,1227,"Cell",0,"Old",0.599922296141238,"2"
"Cell_8221",468,688,"Cell",0,"Old",0.545275193924402,"1"
"Cell_8231",492,763,"Cell",0,"Old",-0.11814971997807,"1"
"Cell_8241",554,872,"Cell",0,"Old",0.462153520653043,"6"
"Cell_8251",1350,2653,"Cell",0,"Old",-0.718990338125512,"1"
"Cell_8261",634,1129,"Cell",0,"Old",-0.231265793071233,"0"
