"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","entrezid"
"ENSMUSG00000000142",36.7937115905565,0.814504672188679,1.14815505408132,0.709403028182806,0.478074409125886,0.995897440293776,"Axin2","12006"
"ENSMUSG00000000148",1621.77410671779,-0.261485244133381,0.360258141054113,-0.72582743964724,0.467944563127021,0.991614006070866,"Brat1","231841"
"ENSMUSG00000000149",10388.3154961877,-0.135472140688026,0.135904901797962,-0.996815706393145,0.318853973037822,0.92892542600388,"Gna12","14673"
"ENSMUSG00000000154",168.608111419325,0.948622814864452,1.17034446879454,0.810550090300794,0.417624088498397,0.976173130157438,"Slc22a18","18400"
"ENSMUSG00000000159",16.898368753091,-6.59541025001448,2.64713086105549,-2.49153162280186,NA,NA,"Igsf5","72058"
"ENSMUSG00000000167",59.7123213321854,0.849740704021133,1.05732206131642,0.803672537545619,0.42158611845138,0.978873449689304,"Pih1d2","72614"
"ENSMUSG00000000168",3421.72280115255,-0.171299680589302,0.230444268340586,-0.743345372930381,0.45727260802882,0.98935272412758,"Dlat","235339"
"ENSMUSG00000000171",4749.64057085093,-0.223366607450633,0.122060249318594,-1.82997010654645,0.0672544090051087,0.62434825441475,"Sdhd","66925"
"ENSMUSG00000000182",10.2196561455324,-6.84489955217529,3.9111447634634,-1.75010130438485,0.0801008347356503,0.658825868582358,"Fgf23","64654"
"ENSMUSG00000000184",9501.34116066864,-0.228843374051415,0.15292121874494,-1.49647887931829,0.134528907756483,0.715150939390309,"Ccnd2","12444"
"ENSMUSG00000000194",2932.68749491921,0.269250281125081,0.25370079066543,1.06129066613812,0.288557826262089,0.909888042235077,"Gpr107","277463"
"ENSMUSG00000000197",6.97527516872982,6.23849957937764,3.91292013362607,1.59433348147499,0.110861362384006,0.690083755173484,"Nalcn","338370"
"ENSMUSG00000000204",32.4180603131502,1.03622774667625,3.6533947376045,0.283634214504752,NA,NA,"Slfn4","20558"
"ENSMUSG00000000214",0.348763758436491,1.90311035047136,4.02924787059391,0.472323970029385,0.636695563607616,NA,"Th","21823"
"ENSMUSG00000000216",3.92700725686876,2.29036347659341,3.04678576634889,0.751731054375397,0.45221281122193,NA,"Scnn1g","20278"
"ENSMUSG00000000244",23.2696232544779,1.49036294480952,2.52844758771137,0.589437942891484,0.555567529896263,0.99925033818109,"Tspan32","27027"
"ENSMUSG00000000253",1223.62616396535,0.308176879987412,0.223878622891564,1.37653553522472,0.168655893508669,0.773049183097591,"Gmpr","66355"
"ENSMUSG00000000263",1.28573924783726,-3.84990752329024,3.94153910129602,-0.976752335661051,0.328691778417257,NA,"Glra1","14654"
"ENSMUSG00000000266",1529.40439957009,0.627208428657551,0.251066437621679,2.4981771143886,0.01248338062351,0.288906103812075,"Mid2","23947"
"ENSMUSG00000000275",8440.01258815182,0.0209591608534453,0.186121634961228,0.112610019022299,0.910339741548769,0.99925033818109,"Trim25","217069"
"ENSMUSG00000000276",3685.85448826886,0.428199173679792,0.36341982954624,1.17824933827753,0.238697218337087,0.866546103493837,"Dgke","56077"
"ENSMUSG00000000278",1701.3844271045,0.353664147248003,0.226006693689144,1.56483925973645,0.117620603716762,0.695330494703296,"Scpep1","74617"
"ENSMUSG00000000282",665.420162330442,0.175974546595423,0.371006744393248,0.474316300861905,0.635274369030197,0.99925033818109,"Mnt","17428"
