Genes,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Avg_p_values
Pja2,7.04949592211266e-08,6.28943262408759e-09,2.2605551358355853e-07,3.306985360712642e-07,3.316725623679904e-07,2.4240176393570755e-07,4.8510104890307605e-08,3.2947018425749556e-07,7.289204472255848e-08,7.189898112842192e-10,2.0839891076354698e-08,2.5950627667861246e-09,3.2328791384715754e-09,2.5385166042591116e-06,2.8629195688977227e-11,5.077355767148732e-09,0.0001704013912572805,3.897596720569148e-06,2.31717495813657e-08,6.811375979464545e-10,9.409814047945631e-09,1.58917325218275e-08,8.89932964103058e-10,3.6733484493264134e-09,8.639287132979754e-08,1.656828020008369e-08,2.768568144402026e-09,1.7826666162945688e-08,3.584910436221094e-07,7.259685507873984e-08,1.3651423358644416e-07,4.886889941872222e-07,3.866339522315426e-07,1.4853446066860628e-07,2.8032805465604748e-06,1.8681852254820305e-09,1.200606371138491e-09,1.0496940132449112e-06,1.2256581139916241e-05,3.2593287824516846e-07,1.9655276973123413e-07,6.652789631417473e-08,1.210327663742959e-05,3.4217418497512566e-08,2.2152836800809786e-07,6.933215138725639e-08,3.5490752607820085e-07,1.1475517834428899e-07,1.8676851044566435e-08,3.498061275560815e-07,2.4393745053207985e-06,7.110489835759666e-09,3.4135483631060675e-09,3.628963443966427e-07,1.6345028237236793e-06,5.6589722149792857e-08,2.0689143620367594e-09,1.559405229753371e-08,2.3966998269229096e-08,5.0964056310706214e-08,7.350967732681901e-13,8.882720767521417e-08,3.3938625466492895e-07,1.1299580179063223e-07,3.2352887225643905e-08,1.7202662424877175e-09,3.010180460092993e-06,1.7428201632296758e-07,1.0750307527252374e-08,3.1581269805240245e-07,3.050632098411353e-11,5.397990747159282e-09,5.111030256252129e-07,1.5866489786384242e-07,5.667992693545713e-07,4.7721226716588146e-08,1.4758587630747133e-07,8.882402986405124e-08,6.667932413012574e-07,1.7301404877724377e-05,1.0820494678682801e-07,4.375617758119141e-08,1.2768730748456817e-12,7.259764377563685e-06,3.778373083344933e-11,1.026159945341701e-06,1.651731885501301e-07,2.7336194641772247e-08,3.486983406856173e-09,3.408029593276816e-08,2.0273931139097025e-08,8.48917224057909e-08,1.1198507335790747e-08,3.3990198238384495e-09,2.256191020964897e-09,6.138064271796113e-07,5.929081942642751e-08,1.0334725999036068e-10,6.433231319280211e-08,4.188076556638816e-08,2.4801190367217307e-06
Man2a1,2.686089475675698e-07,9.402937986993582e-10,4.924619749447299e-09,2.9951334532532843e-12,2.4013492957185057e-09,1.926135520001163e-08,9.9342110031772e-08,6.514338785589902e-08,8.689032841322621e-11,3.992600596484042e-08,3.270229166299956e-08,1.0662294908626015e-09,5.8963148887305854e-09,3.225472087538568e-07,6.725931389811014e-06,2.850249274645454e-09,4.632997085032365e-10,5.30825856705347e-09,1.1982941764031584e-09,7.241589785300638e-08,4.275839043832252e-06,8.205754933223266e-09,5.807288703659856e-09,1.6009779288441365e-08,3.646447431541586e-10,3.305871577783365e-11,9.412260721433053e-11,4.785187676657138e-09,4.979525165581526e-10,3.6889256551284353e-09,2.1524465527623333e-09,1.4734816206050018e-07,8.440802558099514e-09,1.976799231240306e-09,2.86069492098468e-09,1.0582290274199437e-07,1.7449250358045027e-11,2.0021791121485583e-08,1.0894317624412094e-10,1.2057839497995007e-05,7.430258634635711e-10,2.4732087509894727e-08,2.2301598742215738e-08,2.644490548898356e-08,3.0411138933463536e-09,1.490357369287849e-07,7.006728579406744e-09,8.544435026048085e-09,1.2425912297394214e-09,9.383880066164739e-14,1.3040762257632252e-09,3.1957715048380218e-12,2.197993909397001e-06,2.0265032942015426e-10,1.3856192399639888e-10,3.460843493129692e-08,1.61543363517541e-10,1.1759670399818801e-08,2.9301039422124958e-09,1.4161438654532536e-10,7.934939228578492e-07,1.3787921270316485e-08,1.5795478160677518e-08,6.46539833514331e-07,2.945045765608899e-10,1.81308496957594e-08,3.227136355106027e-08,1.4750547248353507e-07,9.298664241124288e-11,3.217054717506384e-09,1.496311531681018e-06,8.538538231902512e-06,4.1273704717742625e-09,3.904414646523209e-09,8.527142257306624e-12,7.536108027862634e-09,1.593558535845175e-09,1.9795015182050248e-08,1.7120231985734123e-09,1.2936019707348512e-11,1.3767032940751366e-08,7.937292935577371e-11,1.9536374951868317e-06,2.7759596665925847e-08,3.872029964031824e-09,4.510658581578303e-12,3.489349026973211e-09,7.337264304599949e-10,8.189581136751985e-12,1.0493668198370292e-08,1.0486632133481238e-10,8.223438746713465e-09,1.018516653086428e-06,1.1112611990871432e-08,2.1854649700165663e-08,1.1644231441925458e-08,1.8513823081002716e-08,9.660909629830345e-09,5.699050280858265e-11,5.049886181815297e-13,4.1683471470515637e-07
Ralbp1,2.4442479740791e-10,1.799164141252087e-08,5.0238271454960276e-09,2.520943252162103e-07,7.718675783342444e-09,2.0826397638681984e-09,8.188036899837377e-10,5.074755044332622e-08,1.0635173605043009e-07,3.777154168019125e-06,7.639446418455047e-07,1.4293959859972654e-07,2.521337074878461e-09,1.7899138384954346e-10,3.450826076758641e-08,5.125032670560365e-07,1.522583202668064e-07,5.099286398976947e-10,6.593900837852969e-08,4.881428769537125e-10,9.689610248348486e-09,5.783385300499479e-11,2.776289268295644e-07,3.1329305293083305e-09,6.484588373498775e-09,4.2322747958340015e-08,3.8758876029608967e-10,1.3790727172300352e-08,3.2302242324780964e-08,3.235994525944198e-07,1.7941108745437682e-11,5.464073334599111e-09,1.7930119398452293e-08,3.3036506786768928e-09,3.871585767573795e-08,1.7408167438620676e-08,1.0416272288791325e-10,1.368876568592822e-07,4.651916499666281e-07,1.551563738843753e-09,8.057451235900296e-10,4.631129314738179e-10,3.5585835009747246e-09,5.034638669400297e-10,4.4922683655964926e-08,1.3941408921184484e-09,1.630342203606186e-11,9.5450680628726e-09,5.474427825653444e-09,4.945811601612991e-10,3.525509259338893e-08,6.573142366403123e-11,4.393978760132265e-10,2.0921142315913897e-07,1.3884581974046238e-08,3.441072204879814e-07,2.5225553466192e-09,3.8489237286836525e-05,4.1073372149319083e-08,4.8399868380048705e-11,2.359131603238372e-10,4.46515999523792e-12,9.171548823795297e-09,7.306386639054745e-06,5.7544649695196184e-08,4.618940485393401e-09,9.113416450292117e-09,5.7039798624451424e-08,6.721844207202075e-09,5.001976481299052e-11,1.2893284545550528e-07,2.3887454230682306e-08,2.2579578053315315e-09,5.837139791082458e-10,1.8072370345207393e-07,8.13219648625371e-09,1.563265380789529e-09,4.003577776173321e-09,1.806424707771407e-11,1.0623080192506334e-08,2.4883264889683644e-08,2.4585603068748576e-09,6.442669549080263e-07,4.963094236056963e-07,9.677743264348904e-15,3.724686369718921e-08,9.400567978340825e-10,9.230681626185289e-08,3.336757565494982e-11,5.228687235431494e-10,1.4888979994006252e-10,1.1720530526588716e-09,7.51545934551772e-08,8.863403124625383e-10,2.9745754840519553e-08,6.592959097865494e-08,1.576053659074426e-08,4.5752645006803256e-07,1.4999657123058017e-08,3.421534759491871e-08,5.630113444762666e-07
Twsg1,1.017114171548465e-06,1.21356426111855e-06,2.8345306229601653e-08,2.0300361682141076e-08,7.975538388818225e-09,1.1065680463577071e-07,5.821241978166508e-07,2.964538166706412e-08,2.446476180796643e-08,1.2706133616980695e-06,7.894476238465826e-05,1.210329054587693e-09,2.6745051539548467e-09,3.509910272897406e-06,3.2412445873946314e-07,3.637213659703289e-10,3.440758687422444e-08,6.046002452737138e-09,7.338294007609889e-06,1.3463023938328678e-08,6.7582945294552966e-09,2.3412464039357672e-07,6.878052325156099e-08,2.8089733805063176e-10,1.038178938992968e-07,5.597438014504028e-05,3.123030801816086e-06,1.4159842310094668e-06,1.490179000506922e-08,4.1624958072166205e-05,1.282577488120302e-11,1.3893850926785068e-06,4.146654792106468e-07,2.0957980435492718e-06,1.5492521617299691e-06,6.088463477345219e-06,2.340755272521816e-09,1.0760475334875465e-05,8.819391236344756e-08,1.1952431294250352e-09,1.1055326354877379e-07,2.8272063772506777e-08,9.394690642545155e-08,5.195954538104816e-11,3.382340078313358e-07,3.440241062955532e-08,2.7117222925285598e-06,4.414929460543718e-07,7.904197240237753e-08,3.557907267577881e-08,4.1661884675538e-07,2.3224575729540992e-08,2.639665075569098e-05,2.6458961178850202e-08,4.312616323930384e-08,4.577785100179785e-06,1.0157962227414446e-05,1.916060089992909e-09,7.955227999226317e-09,9.682468679054133e-09,7.87262123307145e-09,8.2788609198254e-06,1.910272279865242e-06,1.2249509124570144e-07,1.079213229640443e-07,1.6264114372036425e-06,5.4897254380756065e-06,6.650681250924788e-09,9.553146967446761e-07,4.4636879714563543e-07,7.892331950183326e-08,2.1437152924451544e-08,3.025274448517925e-08,3.8835243666917954e-07,3.222858636330114e-09,8.290065699891125e-06,1.2409289962900887e-07,1.0849357254480899e-07,1.4703337431484847e-06,7.681436479351595e-09,1.720872838566653e-07,5.547919880782261e-06,6.963853475139085e-07,3.427421524942629e-05,7.0876191646331846e-09,5.9823483325083826e-05,2.3603487251967346e-10,4.01831067313579e-06,9.540469571374818e-08,1.4245396358762716e-05,4.6646395872721905e-08,1.5438888474072632e-08,5.443922974157308e-08,1.9329763588618585e-06,2.182631369884929e-05,1.2827585577773835e-06,2.5955848804889804e-08,3.9250730152320607e-07,6.468794952920417e-10,1.2011969754435478e-07,4.390246158118077e-06
Myl12a,1.826493370869021e-08,1.9088604896990317e-05,3.250161956073591e-09,6.173221556529102e-09,1.6354630949156126e-10,3.539034728485222e-07,4.627515319182914e-07,9.260262371223307e-06,5.001670053815482e-11,1.0514998463022701e-06,2.138166053194739e-05,8.308375496571572e-07,4.593649490601926e-08,1.3780407315161618e-07,2.894361905005104e-09,7.987396564445373e-06,1.585389486715632e-06,4.6758061869091357e-08,5.1620011290053815e-09,2.0704475954894072e-06,3.214548807219277e-10,2.2718517836646334e-07,1.1528472703999188e-08,5.879091515013984e-09,3.522822627013871e-10,4.160317189336939e-05,1.0230829646153595e-06,8.477632231868207e-08,8.070698738742636e-06,2.689744707483232e-10,4.526935527511237e-08,3.387042390777003e-11,5.3488344141582035e-09,1.2869406022377833e-07,1.8454516171855498e-07,1.799707175955371e-05,4.825661255657599e-07,3.5933877492252304e-06,9.796018054043819e-08,7.465587178160038e-09,2.6725042556838043e-08,2.3390164173704748e-08,1.2181249188746358e-08,3.970535684739161e-08,1.0013131628012e-06,3.017887037790013e-08,1.415965902016188e-08,4.1784780960057694e-09,7.628336995810655e-09,2.1626601951376262e-07,2.730876609407003e-10,7.369584742139051e-07,1.3298894675421263e-07,5.037818258831288e-07,2.509754351018285e-05,1.507630836639174e-07,5.018759462516402e-07,2.1545558917190188e-07,6.14528451104911e-09,9.57008714525143e-07,1.5183845060076474e-05,3.486580242462668e-08,1.2506868774541824e-07,8.707910536929527e-09,1.5832812043190067e-06,4.249410009391928e-09,3.0019481551272676e-08,1.771073696905533e-08,3.54721406284406e-08,3.990587719548772e-06,2.7963535799992488e-08,1.3298483908791975e-06,7.112302579351192e-07,1.3328650924833701e-06,2.3940852905087788e-05,3.196406107746143e-08,5.127585903831711e-06,2.2639893752527046e-06,2.2732467458745204e-08,8.350654730868427e-10,7.432547375810236e-06,6.21043224854941e-05,9.088171383154115e-06,8.370741380800344e-10,1.6156613735059239e-06,1.9126838708415608e-06,3.171351193932394e-08,7.296819907827209e-05,1.9906998161646645e-06,3.7788002391252686e-08,5.213172056002312e-10,6.576272764951978e-07,8.833416331587596e-05,3.693063461807056e-08,7.219437657299642e-08,1.3621330071740378e-06,2.0371241220412708e-07,1.7734544269543324e-08,0.00041121691016990293,1.8500387492925352e-06,8.843256045648955e-06
Dpy30,1.4435510358254389e-06,1.488861095006376e-11,1.810710409828171e-08,7.694336555489935e-09,6.422734925347352e-06,8.848340399998639e-10,4.860895907070066e-07,2.136838313030816e-09,3.7223036332627e-08,1.4185754205040183e-07,1.5904185770692754e-08,6.714006027867671e-08,5.489237691024519e-06,3.82338117167581e-12,1.1088366699981836e-07,6.405032771641478e-09,3.695211027967463e-08,1.838807605624443e-10,3.446400899807167e-08,8.097196181321057e-08,2.8088100111984004e-08,1.92796285140284e-09,3.12479027819383e-09,1.292560976184155e-08,7.723648692059968e-08,8.662880011026989e-07,4.72947102052569e-08,7.407219076434702e-08,1.2393265615490184e-05,7.873315908321743e-07,5.141293020483694e-07,4.782073622018906e-07,1.7630347362390258e-11,7.427686491168322e-07,5.062420387879589e-07,2.739386920089158e-07,1.6223079655876963e-07,2.423049581506466e-10,3.995951437295633e-10,2.1860700000492245e-08,1.789499622479573e-08,6.9627915360768075e-06,2.2611432564276202e-08,2.045537035827533e-06,1.2167828190124893e-06,2.359694591143428e-08,4.01939121258739e-08,2.3835928232140852e-07,1.2175654079587813e-08,6.113572075237328e-09,1.1930924772588259e-05,5.7696606337734315e-06,3.4130968874249182e-09,1.8217677697264513e-08,3.347941528519947e-08,5.209816964280407e-09,1.0119214013435107e-08,4.3924611756466414e-08,5.16961868452703e-10,2.5996694403393633e-06,1.4991663542528442e-07,9.349909993748619e-08,1.297304880057571e-06,1.8618929340408235e-06,1.569144343581873e-07,3.4744601782976407e-06,1.94081745433622e-07,1.0014128032503808e-06,3.174733135046654e-08,9.839268568397673e-07,2.553258859660406e-06,1.1437144436853663e-07,6.334786730760598e-08,2.3062624818221968e-10,3.346959162076077e-08,1.2108224419152334e-07,5.150227622604872e-07,1.683392118703282e-08,3.6124079737648217e-07,1.126117331085243e-07,1.0911195173258446e-10,4.321832577927782e-09,3.716231943492645e-08,2.4554855735756416e-08,2.4645052796140005e-08,3.5397005451561206e-08,1.5065288436918214e-08,1.1926782716999583e-09,3.827387840098434e-08,1.1265507035384452e-07,2.358686197437749e-07,1.9665682457994454e-09,1.261979140062581e-07,4.989772272247357e-11,7.579997835626299e-07,6.913062638472183e-10,1.9764270008168714e-08,3.613565872736024e-09,2.27658470121922e-09,5.989482455631474e-10,7.697425680894778e-07
Ltbp1,1.9189130255498225e-09,9.379063176754436e-09,4.823990424329327e-08,4.0744446798818275e-10,4.151568963897066e-08,2.7840965531985222e-11,2.80506061361682e-08,5.6841040388091695e-11,4.6995263892500006e-12,4.490882776439532e-09,2.871656766668623e-07,2.70289412638479e-08,5.291214423344594e-07,3.133854347019763e-09,2.4355249774856854e-09,7.811117606728106e-10,2.8863351894913065e-10,2.947376306421874e-08,3.1759778190304457e-09,3.286407508639333e-09,4.327421198704001e-09,3.4342350151479266e-10,3.224054489558595e-07,7.823861785542096e-08,7.929230911755759e-12,8.779499111728146e-09,1.438725764101964e-10,2.4711378803454884e-11,2.8679726758452633e-12,7.340303789012544e-09,8.148633575405386e-10,2.0103788805681988e-08,3.870829265376438e-10,2.3990723313445383e-07,2.5057566170404885e-09,1.5658119798215965e-08,3.4477884478384636e-08,2.702346860087148e-09,1.615968739121957e-05,6.734510002611779e-08,1.0990940381352439e-08,1.3608038651413487e-09,4.748217791746248e-05,2.940334269822631e-08,7.102939762414247e-09,1.662489288161313e-08,1.4198947715920722e-08,1.6698736245103642e-07,3.2586160235683824e-09,4.655712571666235e-09,3.3731332272527876e-07,1.4803428084774413e-09,9.095758621275034e-09,6.926917586841328e-10,2.375403549188606e-10,1.1918252783803562e-11,2.5554690452740358e-08,1.5977743431960201e-06,2.2105546089785896e-08,3.671766097201867e-09,1.3776924722318102e-07,6.0953321684703054e-06,3.1082845233652005e-09,3.745992430533957e-08,1.4669763049976465e-07,2.7678111349890795e-10,5.57766429816813e-09,2.2918321503220042e-09,6.036749652573345e-10,1.4201955358633008e-08,2.8353044815532565e-07,6.191448228171197e-09,3.5606069074436096e-11,9.190207903984928e-10,2.1800447980988272e-09,8.635521624290883e-09,5.912939979804375e-08,8.195181105764211e-12,3.0049301758266693e-09,3.4235141834928076e-08,1.1091787416893372e-10,8.615479699605533e-09,5.067332301659271e-10,2.2839897891006218e-08,1.0539051377444423e-06,1.5004893797671309e-09,8.45561221504985e-09,2.2472604623500668e-07,2.233005093173474e-08,2.0555333931865589e-07,7.162947916874486e-07,3.796457022042204e-08,3.062119312046189e-06,3.612985857986919e-08,2.367246957594434e-09,1.1137816314783929e-07,9.676130690475319e-10,3.3788412910780077e-07,4.4753825485603815e-08,1.4290954320439722e-06,8.188857384365236e-07
Cdc42ep3,2.6288551722228255e-09,1.4913068077772651e-09,1.520108756638633e-08,1.3850190330460461e-09,3.1519892883159084e-10,3.0148193411287397e-13,9.437741651123842e-11,3.299868980914412e-10,2.2598502976785957e-10,7.813181227887689e-13,9.902932536154208e-09,4.9969534012457824e-11,6.061243542074022e-08,2.3144855537084556e-09,1.0200608981949307e-08,8.324380006792793e-10,1.0471671743966797e-07,1.2476051220209815e-12,7.777826457331775e-09,1.1314745071602357e-10,9.465152513386824e-09,3.792595198617867e-10,2.355527682192334e-10,3.4481208808431834e-12,5.235327624129671e-10,9.990938695848723e-12,7.931346465754938e-11,8.420637167213384e-11,7.124748241161108e-11,1.6572583105549618e-11,1.0669712829528634e-09,1.220839726371596e-08,2.2633331165874424e-10,6.7695880330286425e-09,3.046310189085755e-11,9.12500191121074e-11,2.376769486032424e-09,6.421860574941842e-10,3.3371479431698518e-09,1.0153661319043612e-09,2.4788511189884353e-12,9.256072427864492e-08,1.214828370337557e-08,2.5813992530626432e-09,1.0059523970658558e-08,5.870566699057004e-10,6.561543350747997e-09,7.01372155432073e-09,6.465608651553684e-10,9.958262473417867e-12,1.164374895015139e-10,7.761749787411107e-08,1.3735030943948169e-12,2.2996974316903985e-14,5.368389213368105e-10,2.9510355339732317e-09,1.794953908848294e-08,2.8224217415481255e-07,6.706343567975662e-10,5.095387681924197e-10,3.50475879282565e-09,1.1234654833525913e-11,5.372440107018189e-10,3.614607998484426e-11,8.504797632357493e-09,5.842283271060043e-09,1.1936542422034321e-11,5.597698295682569e-09,2.0921460778509673e-08,9.456158488248653e-11,1.3229846881614896e-11,1.8950864011311885e-10,1.309549608978545e-11,2.0218108073000273e-10,4.040886514136436e-10,3.1783677259123255e-08,2.234490060147123e-10,3.856545946443505e-10,2.4530308684330057e-09,4.343955403314975e-10,1.0304027786195535e-08,1.1504859136164673e-09,1.0809967424013043e-10,2.58395474303621e-09,2.278199461729434e-09,1.154554808588641e-11,2.1758795561960378e-11,1.4382881598246708e-10,1.7328581186641034e-09,9.483476055992524e-08,3.1303820214341256e-11,3.2689950025574413e-09,1.2366358698011926e-08,2.3588431584360333e-14,1.3560277084001231e-09,2.4207769022970895e-08,5.067194583532521e-10,2.330091721688203e-09,4.957160640546808e-09,4.3463645662279874e-10,1.015386839397648e-08
Morn2,1.7796224318972377e-05,5.076316485254991e-08,5.20936471961504e-11,5.030341333784132e-07,3.210978355136515e-08,1.8797461539563576e-05,1.1404937807186588e-06,1.1265667159147285e-06,2.9901114460816933e-08,2.5648540980235644e-06,2.3891126195106095e-06,1.572576302851154e-05,5.628892835646193e-05,5.227453316450831e-06,3.128688308307155e-08,5.0496353902634854e-06,4.0617606821016516e-10,2.517913533421361e-06,1.911452510766643e-05,1.709294611435466e-05,3.1063239958503873e-06,1.2036874066249352e-08,1.3740346124472664e-05,7.000978244598543e-09,1.751977531672831e-06,2.8605306783231057e-07,1.7401808272434695e-08,1.1458571367037439e-07,1.9120926184814309e-07,9.003426885901709e-06,2.7338491727069534e-07,6.667898483825923e-10,3.62144862215547e-07,2.510670469812813e-07,1.0906834175365567e-06,9.818299313163534e-12,4.404960410019354e-06,2.73323232050711e-07,1.2109199222978775e-05,6.696804806490874e-07,3.698427300436155e-06,4.416246837464502e-12,2.5295941221669235e-05,6.863827320574149e-07,1.3820527101497635e-07,2.1380402622426913e-06,3.3834522504757334e-07,4.00105046357765e-07,6.445015979883895e-08,6.854878135432096e-07,1.7420225487580761e-06,1.1829004666379494e-05,1.0031502290920204e-08,1.098632928490598e-07,4.7199816718317343e-07,1.6871701580993858e-07,2.0220705109778088e-11,7.61652805575553e-09,3.4635237634742956e-11,2.33845315760354e-06,9.161089319409136e-07,9.63147450822382e-06,5.825125156070832e-09,5.170492905879804e-07,4.715174653907973e-06,0.00011520015529575635,2.45756969971217e-08,5.401379105763799e-07,2.1397077995004864e-06,2.752584185301814e-09,4.3892279950566216e-07,3.8681707034203516e-07,1.3073732483352428e-06,0.0003202612623904028,3.449076393023957e-05,5.04376685110097e-05,1.5821320009351512e-06,1.790055359025214e-05,2.0619137555636866e-08,1.6279166868925388e-11,6.381336263370552e-07,4.577245729047181e-08,3.2145913955412794e-06,2.2621846370844235e-06,4.733483432996429e-06,1.5549802086254152e-06,8.930718876809219e-07,9.728808084081085e-09,1.1252040778548103e-10,5.4767444094498994e-05,4.872041795621942e-09,4.954113137831082e-06,7.404962076342421e-07,9.80081174797332e-07,2.9806724649743815e-10,2.278907330490857e-07,8.629539252689119e-08,6.948830455940923e-06,7.083635955097735e-08,5.634172367167407e-06,9.115545446525081e-06
Cox7a2l,4.442192655103842e-07,4.59407092402656e-07,5.001868377533683e-07,1.4682311849343106e-08,9.780309971276111e-07,2.2452559079043304e-07,8.954300375653161e-09,8.101229454018288e-10,1.1327384314280739e-06,1.9162335652254734e-08,7.354326508468357e-08,2.2033764279132155e-07,4.620175625479579e-08,3.0795647248008784e-10,1.9951038776341618e-07,1.3681317966150954e-08,7.783500058363296e-08,1.71324259991652e-08,1.8983870913316704e-07,4.52469247907691e-10,1.900127525573874e-12,2.60009806691551e-09,3.4536630216879276e-07,4.4139801370456313e-07,1.5686482348989654e-11,3.692062844125832e-07,1.4426411057408301e-08,2.9859766822521515e-07,2.458067567628319e-07,4.68587469568926e-08,4.376457900233699e-07,9.010123247100116e-08,3.590123011941194e-05,7.226904297090791e-09,5.151422239286796e-09,1.946880638902234e-07,1.7913500633507206e-09,5.391355434698004e-10,2.8901789602729824e-08,1.6355899332692025e-05,2.5608287446675343e-08,1.87246183407002e-08,3.0568394142120766e-08,3.303197663545125e-07,1.2346463570857374e-07,1.9655517416990458e-08,2.0285894495735088e-08,4.1570521253173047e-10,2.276708091951227e-09,2.7088845457710676e-08,4.433520472049222e-08,4.658332731302997e-09,3.146780182308175e-06,5.067090371053984e-07,1.6846039609535213e-09,5.540953933121974e-11,4.707367571305973e-08,9.177747596044432e-06,4.135524858661344e-08,2.2967574037286447e-07,4.143522891345483e-08,8.695733364457646e-09,2.452160032717396e-10,8.45443259515256e-07,2.5580930828084e-07,5.010781524681063e-07,1.5219108567928076e-10,6.692319941770823e-10,1.6139500960391587e-10,1.2119911379190346e-08,1.25417847459388e-10,3.205435060057268e-07,3.4214432546968684e-13,1.0327747569201747e-08,3.8451794385871285e-09,1.5745076952662775e-06,7.325510508544e-07,3.2418774236726654e-09,1.3700931143527989e-05,1.1408771348534545e-09,1.2068396030790011e-07,1.7105320284747873e-09,3.226042557886227e-09,2.7023012053064083e-09,3.913426536085958e-09,4.302347643309461e-10,2.0137079616874752e-08,4.641988863954693e-08,3.447502285160192e-11,2.033341823282948e-12,1.8991095376963134e-07,1.8786971770204413e-07,1.4064970506409728e-07,3.889388680945321e-08,3.675174250898271e-07,3.0182092656504373e-09,2.8224812674529876e-08,2.3304806888389938e-05,7.154281701353666e-07,6.021711388773934e-08,1.1645631595111743e-06
Epas1,7.987907115521148e-09,3.369191178094081e-08,3.179921582384851e-07,8.597462037814609e-10,9.201560183092176e-09,2.5296520962263895e-11,3.747171918546607e-09,1.5864137920845087e-06,2.5801061524424604e-10,2.2239622937504464e-10,1.261295979596846e-10,6.574208266902744e-08,3.6104688749540872e-09,1.9021292116346404e-06,6.024383063501139e-08,1.725551845994527e-08,1.1408011322239382e-08,2.7737561898776293e-08,9.078818932639234e-11,2.5090245395615703e-09,3.710156861904365e-09,2.392847559760297e-10,1.288178996014904e-09,1.1047637374879682e-08,4.525305210855023e-12,8.079438378587156e-10,7.508598347183546e-09,7.37892604135121e-11,2.99616653416004e-07,1.1121107050739529e-11,2.735215602454274e-10,6.994153405318478e-09,2.791664585905372e-09,1.0160097223915819e-11,1.0490065146484056e-09,2.8835199150686904e-10,2.748234743537568e-06,1.299646626194689e-09,6.29523152467928e-10,1.0711400482953682e-09,2.3805453458766795e-08,1.0630021527446004e-06,3.0221307428939317e-09,2.596483929731702e-11,2.276653286172897e-08,3.377541706935462e-09,1.071912574386792e-11,8.648992146933347e-07,8.425266374852384e-12,4.383940526478585e-09,1.1777852836567713e-07,9.54932586343987e-10,5.633861508897119e-09,6.550335256793431e-09,3.9274331133367374e-10,9.509901532444732e-11,3.6917215110792027e-08,4.2983894542707954e-08,5.323686995908473e-08,3.925241992220926e-08,2.8196365255334712e-09,5.113754866953632e-09,8.965306736103217e-09,1.1696757373875886e-09,1.9755409221037296e-08,1.5199384408767558e-07,1.8291206399281929e-06,1.3894243946893386e-07,2.151942038226075e-09,2.5625724248494277e-07,1.1582817162031048e-11,2.914331047605714e-12,7.631211397975349e-07,4.52783140807167e-11,3.6225869950728555e-07,2.557310911980702e-09,5.187515551576098e-11,8.753474998937082e-11,2.4203967802966568e-11,2.1294157089657102e-10,7.753827793605481e-09,6.789516326543115e-09,2.5474684446472484e-10,1.0258363054258585e-10,2.973145745603659e-09,4.900804679777237e-09,1.0246643278861742e-10,9.628086500609746e-08,1.4340337329427172e-07,4.157617052656591e-08,2.252071612297065e-10,8.687409546291178e-10,2.6902266847601027e-10,1.2828543067944566e-08,1.5454082538884766e-11,1.4851004257988775e-09,4.77914278107482e-10,1.2029780218713317e-08,6.33565340669925e-08,1.1950076849721266e-10,1.3367777025230563e-07
